order_id,customer_id,restaurant_id,item_id,rider_id,order_datetime,quantity,order_amount,discount_amount,delivery_fee,final_amount,order_status,hour,peak_hour_flag,weekend_flag,cancellation_flag,discount_percentage,estimated_profit,order_size
O0001415,C000740,R00158,M012568,D01284,2026-04-10 20:14:49,2,608,16,54,646,Delivered,20,1,0,0,2.63,129.2,Medium
O0001416,C001024,R00889,M013000,D02843,2026-04-30 14:20:06,3,375,98,24,301,Delivered,14,1,0,0,26.13,60.2,Small
O0001417,C001142,R00108,M007184,D00770,2025-08-28 01:19:35,2,920,58,42,904,Delivered,1,0,0,0,6.3,180.8,Large
O0001418,C000445,R01184,M007753,D02290,2025-10-23 21:36:21,1,560,61,30,529,Delivered,21,1,0,0,10.89,105.8,Medium
O0001419,C002778,R01024,M001661,D01333,2025-08-28 11:24:51,4,2232,48,58,2242,Delivered,11,0,0,0,2.15,448.4,Large
O0001420,C002601,R01362,M007761,D00882,2025-09-29 05:53:12,2,274,59,31,246,Delivered,5,0,0,0,21.53,49.2,Small
O0001421,C002524,R00763,M009524,D02118,2025-08-11 00:35:41,3,285,36,28,277,Delivered,0,0,0,0,12.63,55.4,Small
O0001422,C003219,R01010,M008701,D03839,2025-11-27 11:48:00,1,543,14,53,582,Delivered,11,0,0,0,2.58,116.4,Medium
O0001423,C003700,R01155,M006916,D03653,2025-08-31 11:34:30,3,1101,59,34,1076,Delivered,11,0,1,0,5.36,215.2,Large
O0001424,C000461,R00156,M007269,D03306,2025-11-08 18:59:17,3,1185,22,48,1211,Delivered,18,1,1,0,1.86,242.2,Large
O0001425,C003712,R01337,M010892,D00464,2026-02-05 16:18:51,3,540,19,42,563,Delivered,16,0,0,0,3.52,112.6,Medium
O0001426,C001412,R01174,M013968,D02284,2025-08-07 15:41:43,3,2055,35,51,2071,Delivered,15,0,0,0,1.7,414.2,Large
O0001427,C003391,R00240,M007773,D00091,2025-09-03 01:00:44,3,1983,43,51,1991,Delivered,1,0,0,0,2.17,398.2,Large
O0001428,C000337,R00550,M002030,D00045,2025-09-17 04:08:25,2,978,5,25,998,Delivered,4,0,0,0,0.51,199.6,Large
O0001429,C001509,R01075,M003803,D02866,2025-09-21 23:15:50,3,1302,48,39,1293,Delivered,23,0,1,0,3.69,258.6,Large
O0001430,C004151,R00974,M003025,D00106,2025-10-07 06:55:35,1,199,30,40,209,Delivered,6,0,0,0,15.08,41.8,Small
O0001431,C001078,R00024,M014156,D02016,2025-11-25 15:16:46,1,287,100,22,209,Delivered,15,0,0,0,34.84,41.8,Small
O0001432,C001279,R00640,M004348,D02859,2025-12-18 14:25:31,4,752,74,43,721,Delivered,14,1,0,0,9.84,144.2,Medium
O0001433,C001336,R01073,M004163,D01197,2025-11-15 23:23:27,1,670,7,54,717,Delivered,23,0,1,0,1.04,143.4,Medium
O0001434,C004308,R01282,M011675,D00387,2026-05-06 16:53:58,3,597,84,44,557,Delivered,16,0,0,0,14.07,111.4,Medium
O0001435,C002044,R00127,M008098,D00410,2025-08-20 02:55:27,1,142,2,29,169,Delivered,2,0,0,0,1.41,33.8,Small
O0001436,C002071,R00496,M013051,D02819,2025-08-28 20:52:31,4,1912,18,20,1914,Delivered,20,1,0,0,0.94,382.8,Large
O0001437,C004945,R01299,M000873,D03559,2025-10-28 16:33:21,1,188,23,53,218,Delivered,16,0,0,0,12.23,43.6,Small
O0001438,C000245,R00509,M008351,D02067,2026-05-22 02:03:40,3,801,85,45,761,Delivered,2,0,0,0,10.61,152.2,Medium
O0001439,C001013,R00154,M009053,D02414,2026-01-26 21:12:43,4,1624,34,38,1628,Delivered,21,1,0,0,2.09,325.6,Large
O0001440,C003680,R00540,M009689,D03855,2026-03-15 19:51:01,1,288,43,55,300,Delivered,19,1,1,0,14.93,60.0,Small
O0001441,C000143,R00332,M000586,D02708,2025-09-29 05:20:05,3,375,80,55,350,Cancelled,5,0,0,1,21.33,70.0,Small
O0001442,C002248,R01398,M002499,D02003,2025-10-20 16:45:32,1,296,28,25,293,Delivered,16,0,0,0,9.46,58.6,Small
O0001443,C002399,R00155,M010240,D00552,2025-10-03 06:23:24,3,1923,93,47,1877,Delivered,6,0,0,0,4.84,375.4,Large
O0001444,C003788,R00868,M011026,D01181,2025-09-24 20:46:49,1,368,25,37,380,Cancelled,20,1,0,1,6.79,76.0,Small
O0001445,C002617,R00841,M011234,D00523,2026-02-27 21:32:31,1,460,50,21,431,Delivered,21,1,0,0,10.87,86.2,Medium
O0001446,C004986,R00811,M004327,D02262,2026-05-29 14:51:26,1,460,42,54,472,Delivered,14,1,0,0,9.13,94.4,Medium
O0001447,C003475,R00076,M013465,D01833,2026-05-28 06:19:23,3,576,65,55,566,Cancelled,6,0,0,1,11.28,113.2,Medium
O0001448,C000334,R00351,M012751,D03544,2026-06-09 06:11:47,4,2788,83,20,2725,Delivered,6,0,0,0,2.98,545.0,Large
O0001449,C004015,R00319,M001734,D01654,2026-03-26 02:41:16,4,1628,61,38,1605,Delivered,2,0,0,0,3.75,321.0,Large
O0001450,C001023,R01462,M012204,D01354,2025-10-17 22:08:51,1,527,32,50,545,Delivered,22,0,0,0,6.07,109.0,Medium
O0001451,C003656,R00896,M010896,D03748,2026-03-03 08:56:06,1,98,10,59,147,Delivered,8,0,0,0,10.2,29.4,Small
O0001452,C004986,R01287,M000496,D00414,2025-11-25 16:34:57,2,848,82,35,801,Delivered,16,0,0,0,9.67,160.2,Medium
O0001453,C002010,R00020,M013067,D03784,2026-02-03 21:36:39,1,230,64,20,186,Delivered,21,1,0,0,27.83,37.2,Small
O0001454,C004284,R01242,M004997,D03527,2026-01-22 20:19:05,4,1920,85,32,1867,Delivered,20,1,0,0,4.43,373.4,Large
O0001455,C001894,R01211,M007303,D01719,2025-07-25 17:23:39,3,246,64,29,211,Delivered,17,0,0,0,26.02,42.2,Small
O0001456,C001258,R01086,M000391,D03701,2025-08-03 01:16:25,4,1292,41,34,1285,Delivered,1,0,1,0,3.17,257.0,Large
O0001457,C003505,R00461,M010881,D00650,2025-07-20 10:29:04,3,582,28,28,582,Delivered,10,0,1,0,4.81,116.4,Medium
O0001458,C002738,R01412,M011216,D01812,2026-04-17 15:24:49,1,330,80,24,274,Delivered,15,0,0,0,24.24,54.8,Small
O0001459,C004865,R01423,M013924,D02329,2025-07-05 12:34:47,3,885,32,53,906,Delivered,12,1,1,0,3.62,181.2,Large
O0001460,C000672,R00842,M003093,D01982,2025-08-22 17:54:36,2,162,47,33,148,Delivered,17,0,0,0,29.01,29.6,Small
O0001461,C000403,R00527,M013725,D00640,2025-11-06 07:25:08,1,312,11,52,353,Delivered,7,0,0,0,3.53,70.6,Small
O0001462,C003810,R01047,M000813,D01683,2025-10-03 22:04:00,4,536,98,28,466,Delivered,22,0,0,0,18.28,93.2,Medium
O0001463,C003489,R00095,M007956,D00414,2026-02-18 21:38:13,2,834,30,54,858,Delivered,21,1,0,0,3.6,171.6,Medium
O0001464,C004952,R00710,M009847,D02867,2026-02-07 16:48:30,3,1815,2,26,1839,Delivered,16,0,1,0,0.11,367.8,Large
O0001465,C004926,R00024,M005801,D03006,2025-11-19 22:16:16,4,2328,33,38,2333,Delivered,22,0,0,0,1.42,466.6,Large
O0001466,C000932,R00327,M012576,D03763,2026-05-12 09:02:44,4,1860,17,56,1899,Delivered,9,0,0,0,0.91,379.8,Large
O0001467,C002831,R00785,M006605,D02442,2025-11-07 10:09:21,3,1863,100,29,1792,Delivered,10,0,0,0,5.37,358.4,Large
O0001468,C003166,R00728,M014090,D03914,2026-03-29 17:44:27,4,2220,93,49,2176,Delivered,17,0,1,0,4.19,435.2,Large
O0001469,C004357,R01338,M005880,D02171,2025-12-15 15:07:27,1,247,50,50,247,Delivered,15,0,0,0,20.24,49.4,Small
O0001470,C003515,R00186,M006626,D03616,2026-04-07 18:37:56,4,1756,69,52,1739,Delivered,18,1,0,0,3.93,347.8,Large
O0001471,C003505,R00303,M014578,D02588,2025-10-06 07:01:00,3,696,36,39,699,Delivered,7,0,0,0,5.17,139.8,Medium
O0001472,C000552,R00132,M012046,D01334,2025-12-15 23:47:51,4,1944,4,51,1991,Delivered,23,0,0,0,0.21,398.2,Large
O0001473,C001177,R01134,M006826,D02116,2026-05-20 05:00:03,2,1138,98,41,1081,Delivered,5,0,0,0,8.61,216.2,Large
O0001474,C004750,R01464,M003532,D01167,2026-05-14 22:07:54,2,974,68,56,962,Delivered,22,0,0,0,6.98,192.4,Large
O0001475,C002788,R01388,M014386,D03165,2026-04-18 18:27:48,3,987,34,41,994,Delivered,18,1,1,0,3.44,198.8,Large
O0001476,C004370,R00250,M010990,D02186,2025-08-26 21:46:18,3,930,69,22,883,Delivered,21,1,0,0,7.42,176.6,Medium
O0001477,C003093,R00087,M006735,D01102,2026-04-16 22:11:24,4,752,48,33,737,Delivered,22,0,0,0,6.38,147.4,Medium
O0001478,C000186,R00196,M000091,D02934,2025-09-29 10:03:44,3,1209,45,49,1213,Delivered,10,0,0,0,3.72,242.6,Large
O0001479,C001695,R01455,M009285,D00540,2026-06-13 19:07:37,1,483,95,47,435,Delivered,19,1,1,0,19.67,87.0,Medium
O0001480,C004673,R00970,M001220,D02907,2025-08-01 08:13:31,4,600,99,43,544,Delivered,8,0,0,0,16.5,108.8,Medium
O0001481,C002696,R00338,M004313,D02907,2025-08-14 07:12:21,1,529,27,42,544,Delivered,7,0,0,0,5.1,108.8,Medium
O0001482,C003956,R01433,M009711,D01344,2025-11-11 13:41:00,2,330,34,59,355,Delivered,13,1,0,0,10.3,71.0,Small
O0001483,C004271,R01083,M007677,D00289,2026-06-15 17:14:37,3,1956,81,31,1906,Delivered,17,0,0,0,4.14,381.2,Large
O0001484,C003799,R00909,M012416,D01003,2026-02-28 21:16:26,2,1288,72,59,1275,Delivered,21,1,1,0,5.59,255.0,Large
O0001485,C001153,R00510,M012115,D02056,2026-04-14 13:41:13,3,1026,91,32,967,Delivered,13,1,0,0,8.87,193.4,Large
O0001486,C004739,R01056,M001619,D00688,2026-03-09 22:05:30,1,277,2,40,315,Delivered,22,0,0,0,0.72,63.0,Small
O0001487,C001144,R00651,M011677,D00714,2025-08-21 07:13:11,2,948,40,39,947,Delivered,7,0,0,0,4.22,189.4,Large
O0001488,C002085,R01217,M000407,D02907,2025-08-27 00:45:59,1,135,37,45,143,Delivered,0,0,0,0,27.41,28.6,Small
O0001489,C003312,R01123,M014045,D00065,2025-09-10 11:58:30,2,810,65,39,784,Delivered,11,0,0,0,8.02,156.8,Medium
O0001490,C004519,R00948,M000350,D00008,2025-06-30 03:01:16,4,928,11,22,939,Delivered,3,0,0,0,1.19,187.8,Large
O0001491,C004807,R00473,M008884,D01109,2025-09-01 19:46:48,3,240,59,46,227,Delivered,19,1,0,0,24.58,45.4,Small
O0001492,C003352,R00404,M010934,D01129,2025-12-24 03:51:25,1,355,32,41,364,Delivered,3,0,0,0,9.01,72.8,Small
O0001493,C000713,R00261,M011566,D00521,2026-03-12 12:15:26,1,453,42,52,463,Delivered,12,1,0,0,9.27,92.6,Medium
O0001494,C004647,R01017,M001285,D02427,2026-03-17 16:02:56,2,806,90,57,773,Delivered,16,0,0,0,11.17,154.6,Medium
O0001495,C001330,R00710,M005663,D01427,2025-12-27 14:02:33,3,666,43,47,670,Delivered,14,1,1,0,6.46,134.0,Medium
O0001496,C001757,R00541,M000972,D00719,2026-05-24 07:44:41,2,358,35,32,355,Delivered,7,0,1,0,9.78,71.0,Small
O0001497,C002892,R00390,M011785,D00189,2026-06-01 22:51:42,1,601,60,45,586,Delivered,22,0,0,0,9.98,117.2,Medium
O0001498,C002342,R00533,M010368,D00509,2025-06-29 20:23:06,3,1221,13,30,1238,Delivered,20,1,1,0,1.06,247.6,Large
O0001499,C002569,R01264,M005417,D02455,2026-01-18 17:09:08,2,966,69,24,921,Delivered,17,0,1,0,7.14,184.2,Large
O0001500,C001756,R01379,M012749,D01844,2025-07-01 11:52:41,2,824,34,45,835,Delivered,11,0,0,0,4.13,167.0,Medium
O0001501,C002932,R00309,M006150,D00024,2025-08-19 01:51:46,2,1222,49,55,1228,Delivered,1,0,0,0,4.01,245.6,Large
O0001502,C001761,R01139,M002561,D00048,2026-01-19 05:20:43,1,311,51,46,306,Delivered,5,0,0,0,16.4,61.2,Small
O0001503,C003897,R01275,M009386,D00879,2025-11-21 21:51:01,1,539,26,47,560,Delivered,21,1,0,0,4.82,112.0,Medium
O0001504,C004693,R00632,M014660,D01058,2026-05-09 05:52:52,2,1346,16,36,1366,Delivered,5,0,1,0,1.19,273.2,Large
O0001505,C001658,R00087,M007424,D02937,2026-04-08 05:01:17,4,1412,13,45,1444,Delivered,5,0,0,0,0.92,288.8,Large
O0001506,C003779,R00810,M014140,D01257,2025-09-02 01:47:47,4,808,33,32,807,Delivered,1,0,0,0,4.08,161.4,Medium
O0001507,C003303,R01242,M011878,D03924,2026-02-18 18:27:26,2,602,20,57,639,Delivered,18,1,0,0,3.32,127.8,Medium
O0001508,C001980,R01051,M013677,D03023,2025-06-22 19:48:48,1,377,51,48,374,Delivered,19,1,1,0,13.53,74.8,Small
O0001509,C002606,R00141,M000745,D03738,2025-12-13 04:53:46,3,1758,2,44,1800,Cancelled,4,0,1,1,0.11,360.0,Large
O0001510,C002347,R01235,M008913,D03479,2025-09-14 05:07:29,1,101,64,33,70,Delivered,5,0,1,0,63.37,14.0,Small
O0001511,C000396,R00060,M010907,D03935,2025-12-24 15:24:13,2,910,37,37,910,Delivered,15,0,0,0,4.07,182.0,Large
O0001512,C000299,R00409,M000846,D01205,2025-08-04 07:02:02,2,1034,25,53,1062,Delivered,7,0,0,0,2.42,212.4,Large
O0001513,C003085,R01079,M004571,D01256,2025-08-22 08:52:12,4,1028,66,21,983,Delivered,8,0,0,0,6.42,196.6,Large
O0001514,C003087,R00529,M010761,D02100,2026-05-15 07:21:47,2,510,50,54,514,Delivered,7,0,0,0,9.8,102.8,Medium
O0001515,C001960,R00448,M000736,D01788,2025-12-30 10:21:16,4,2052,65,21,2008,Delivered,10,0,0,0,3.17,401.6,Large
O0001516,C004583,R01071,M007051,D00358,2025-12-23 05:50:37,1,571,13,51,609,Delivered,5,0,0,0,2.28,121.8,Medium
O0001517,C003248,R00159,M002458,D00739,2025-12-31 06:21:28,4,872,39,38,871,Delivered,6,0,0,0,4.47,174.2,Medium
O0001518,C003819,R01145,M006018,D02962,2025-09-01 11:02:55,2,674,0,54,728,Delivered,11,0,0,0,0.0,145.6,Medium
O0001519,C003978,R01282,M002997,D00465,2025-09-20 04:55:48,2,598,76,57,579,Delivered,4,0,1,0,12.71,115.8,Medium
O0001520,C004646,R01384,M004130,D01781,2026-04-05 05:46:51,2,418,66,21,373,Delivered,5,0,1,0,15.79,74.6,Small
O0001521,C001160,R00574,M010534,D00080,2025-06-20 01:10:12,3,945,46,51,950,Delivered,1,0,0,0,4.87,190.0,Large
O0001522,C001643,R00265,M006376,D03086,2026-05-09 21:30:34,1,158,49,40,149,Delivered,21,1,1,0,31.01,29.8,Small
O0001523,C001396,R01057,M014370,D00758,2026-01-04 11:51:53,1,176,59,38,155,Delivered,11,0,1,0,33.52,31.0,Small
O0001524,C003725,R00100,M000915,D02255,2026-03-17 11:56:47,3,732,41,48,739,Delivered,11,0,0,0,5.6,147.8,Medium
O0001525,C004795,R01395,M009282,D02845,2026-03-02 07:21:07,1,168,39,23,152,Delivered,7,0,0,0,23.21,30.4,Small
O0001526,C003299,R00375,M008189,D02324,2025-10-31 04:36:49,3,246,24,33,255,Delivered,4,0,0,0,9.76,51.0,Small
O0001527,C000053,R00114,M001485,D02262,2025-12-31 15:42:54,3,573,4,25,594,Delivered,15,0,0,0,0.7,118.8,Medium
O0001528,C002139,R01334,M001627,D02289,2026-01-29 23:38:30,4,820,2,49,867,Delivered,23,0,0,0,0.24,173.4,Medium
O0001529,C002499,R00524,M006745,D01955,2025-12-18 22:39:34,1,584,49,40,575,Delivered,22,0,0,0,8.39,115.0,Medium
O0001530,C001366,R01457,M001529,D01033,2025-10-14 02:07:48,2,162,32,40,170,Delivered,2,0,0,0,19.75,34.0,Small
O0001531,C000626,R00723,M010107,D03883,2026-05-30 21:29:14,3,1047,18,60,1089,Delivered,21,1,1,0,1.72,217.8,Large
O0001532,C002525,R00106,M009091,D02228,2025-11-30 14:26:10,1,439,40,53,452,Cancelled,14,1,1,1,9.11,90.4,Medium
O0001533,C004372,R00416,M001300,D02732,2026-05-24 02:08:58,3,345,27,21,339,Delivered,2,0,1,0,7.83,67.8,Small
O0001534,C002286,R00133,M005027,D00982,2026-01-15 22:49:38,3,1425,32,23,1416,Delivered,22,0,0,0,2.25,283.2,Large
O0001535,C004993,R00392,M002625,D02324,2026-03-01 13:09:08,3,1308,44,28,1292,Delivered,13,1,1,0,3.36,258.4,Large
O0001536,C000147,R01457,M001529,D00980,2026-02-16 03:55:05,2,162,61,21,122,Delivered,3,0,0,0,37.65,24.4,Small
O0001537,C000188,R01284,M007817,D00638,2025-10-27 23:52:37,2,1264,46,59,1277,Delivered,23,0,0,0,3.64,255.4,Large
O0001538,C002169,R00332,M001042,D03977,2025-07-27 12:24:10,4,1636,48,47,1635,Delivered,12,1,1,0,2.93,327.0,Large
O0001539,C002017,R00356,M014942,D01992,2025-07-08 16:59:06,4,2340,4,46,2382,Delivered,16,0,0,0,0.17,476.4,Large
O0001540,C000833,R00802,M010193,D01154,2026-04-25 13:34:29,1,613,0,48,661,Delivered,13,1,1,0,0.0,132.2,Medium
O0001541,C002821,R01326,M005310,D01833,2026-03-25 23:17:12,3,1893,31,49,1911,Delivered,23,0,0,0,1.64,382.2,Large
O0001542,C000467,R00389,M014908,D00250,2025-12-10 01:46:19,2,302,21,39,320,Delivered,1,0,0,0,6.95,64.0,Small
O0001543,C004408,R01345,M009686,D03932,2026-02-27 23:52:51,3,840,42,22,820,Delivered,23,0,0,0,5.0,164.0,Medium
O0001544,C004632,R01359,M014676,D00833,2026-05-31 13:21:37,4,816,15,25,826,Cancelled,13,1,1,1,1.84,165.2,Medium
O0001545,C002988,R01449,M001086,D01744,2025-12-22 20:54:00,3,372,89,45,328,Delivered,20,1,0,0,23.92,65.6,Small
O0001546,C004126,R01159,M005266,D00679,2025-12-15 03:16:46,3,1161,19,24,1166,Delivered,3,0,0,0,1.64,233.2,Large
O0001547,C002492,R01247,M000765,D03265,2025-09-25 17:33:25,1,492,81,22,433,Delivered,17,0,0,0,16.46,86.6,Medium
O0001548,C001335,R00463,M004088,D02330,2026-01-12 22:25:18,2,392,4,50,438,Delivered,22,0,0,0,1.02,87.6,Medium
O0001549,C003790,R00185,M014936,D02525,2025-07-10 03:44:37,3,1383,24,58,1417,Delivered,3,0,0,0,1.74,283.4,Large
O0001550,C001391,R00242,M005513,D03785,2026-04-24 01:38:14,2,596,31,58,623,Delivered,1,0,0,0,5.2,124.6,Medium
O0001551,C004232,R00003,M011640,D03769,2025-12-03 16:06:56,1,135,64,40,111,Delivered,16,0,0,0,47.41,22.2,Small
O0001552,C000090,R00549,M001310,D00794,2025-08-26 19:48:45,4,2384,41,40,2383,Delivered,19,1,0,0,1.72,476.6,Large
O0001553,C003652,R01110,M001098,D01089,2025-06-30 20:25:37,1,632,0,22,654,Delivered,20,1,0,0,0.0,130.8,Medium
O0001554,C003159,R00095,M002870,D03501,2025-12-28 20:10:31,2,406,52,37,391,Delivered,20,1,1,0,12.81,78.2,Small
O0001555,C003553,R00903,M003454,D00994,2026-03-19 09:34:16,2,188,38,47,197,Delivered,9,0,0,0,20.21,39.4,Small
O0001556,C003159,R00962,M004230,D02267,2025-07-05 02:02:49,4,900,46,40,894,Delivered,2,0,1,0,5.11,178.8,Medium
O0001557,C002492,R00989,M000938,D01638,2026-02-25 00:29:15,2,1122,98,26,1050,Delivered,0,0,0,0,8.73,210.0,Large
O0001558,C002157,R00504,M013972,D03224,2026-05-11 09:25:20,1,320,59,22,283,Delivered,9,0,0,0,18.44,56.6,Small
O0001559,C002982,R00918,M012247,D02029,2025-12-30 10:16:12,3,1539,39,27,1527,Delivered,10,0,0,0,2.53,305.4,Large
O0001560,C000897,R00797,M003427,D03306,2026-06-07 12:29:11,3,1752,51,30,1731,Delivered,12,1,1,0,2.91,346.2,Large
O0001561,C003314,R00156,M007269,D03864,2026-01-29 03:42:37,1,395,78,51,368,Delivered,3,0,0,0,19.75,73.6,Small
O0001562,C003918,R00670,M004692,D01349,2025-08-31 10:42:15,3,549,76,54,527,Delivered,10,0,1,0,13.84,105.4,Medium
O0001563,C004981,R01180,M005213,D03985,2026-02-28 20:00:27,2,814,46,60,828,Delivered,20,1,1,0,5.65,165.6,Medium
O0001564,C001104,R01094,M007697,D01901,2025-11-23 03:17:33,3,813,84,37,766,Delivered,3,0,1,0,10.33,153.2,Medium
O0001565,C000574,R00117,M014961,D03124,2026-03-12 20:36:59,2,528,19,42,551,Cancelled,20,1,0,1,3.6,110.2,Medium
O0001566,C002299,R00967,M001808,D00872,2026-03-26 05:20:13,2,420,47,34,407,Delivered,5,0,0,0,11.19,81.4,Medium
O0001567,C000665,R01347,M005214,D02696,2025-09-27 08:04:35,3,1116,25,32,1123,Delivered,8,0,1,0,2.24,224.6,Large
O0001568,C001408,R00494,M011126,D01378,2026-06-02 03:21:49,3,870,52,34,852,Delivered,3,0,0,0,5.98,170.4,Medium
O0001569,C004520,R00242,M010160,D01185,2026-06-14 13:36:50,3,261,26,51,286,Delivered,13,1,1,0,9.96,57.2,Small
O0001570,C001866,R01408,M014720,D01552,2025-11-11 16:04:53,3,534,43,60,551,Delivered,16,0,0,0,8.05,110.2,Medium
O0001571,C001362,R00357,M006649,D01504,2026-03-26 04:54:30,4,1524,53,35,1506,Delivered,4,0,0,0,3.48,301.2,Large
O0001572,C002276,R01257,M011171,D03518,2025-06-27 18:42:23,1,82,69,49,62,Delivered,18,1,0,0,84.15,12.4,Small
O0001573,C000818,R00621,M014940,D01506,2026-02-14 12:58:51,4,700,46,57,711,Delivered,12,1,1,0,6.57,142.2,Medium
O0001574,C002891,R00797,M001567,D02765,2025-10-18 23:49:32,3,876,7,28,897,Delivered,23,0,1,0,0.8,179.4,Medium
O0001575,C002852,R00868,M012485,D02496,2025-10-09 21:30:31,1,637,19,48,666,Delivered,21,1,0,0,2.98,133.2,Medium
O0001576,C002392,R00698,M002550,D01253,2025-06-20 12:41:53,1,594,8,54,640,Cancelled,12,1,0,1,1.35,128.0,Medium
O0001577,C004715,R01251,M002614,D02253,2026-01-14 11:08:14,3,1095,5,20,1110,Delivered,11,0,0,0,0.46,222.0,Large
O0001578,C003072,R01127,M000940,D03349,2025-07-29 20:08:26,1,681,78,20,623,Delivered,20,1,0,0,11.45,124.6,Medium
O0001579,C002716,R00784,M005701,D03043,2025-10-29 11:00:25,2,348,11,48,385,Delivered,11,0,0,0,3.16,77.0,Small
O0001580,C002588,R01048,M003222,D03668,2026-02-07 23:48:33,1,278,66,38,250,Cancelled,23,0,1,1,23.74,50.0,Small
O0001581,C004841,R01244,M000347,D02488,2026-02-01 16:52:07,1,575,44,47,578,Delivered,16,0,1,0,7.65,115.6,Medium
O0001582,C003634,R00738,M006855,D00612,2025-10-06 20:59:51,2,476,20,53,509,Delivered,20,1,0,0,4.2,101.8,Medium
O0001583,C003893,R01167,M009437,D01822,2026-05-15 03:32:16,1,336,41,40,335,Delivered,3,0,0,0,12.2,67.0,Small
O0001584,C001633,R01265,M006874,D02660,2026-04-17 20:21:48,3,1896,31,57,1922,Cancelled,20,1,0,1,1.64,384.4,Large
O0001585,C001016,R00769,M002324,D02191,2025-10-06 06:15:29,1,304,67,52,289,Delivered,6,0,0,0,22.04,57.8,Small
O0001586,C003361,R00148,M014248,D03471,2026-02-18 19:30:34,1,457,34,31,454,Delivered,19,1,0,0,7.44,90.8,Medium
O0001587,C003328,R01138,M001549,D02534,2026-04-19 21:16:38,2,802,29,44,817,Delivered,21,1,1,0,3.62,163.4,Medium
O0001588,C002873,R00069,M013788,D02277,2026-02-08 07:59:17,1,196,54,48,190,Delivered,7,0,1,0,27.55,38.0,Small
O0001589,C000762,R00091,M006171,D00584,2025-07-13 10:34:32,1,671,68,29,632,Delivered,10,0,1,0,10.13,126.4,Medium
O0001590,C002943,R00606,M007511,D02629,2026-02-14 09:23:04,2,944,16,56,984,Delivered,9,0,1,0,1.69,196.8,Large
O0001591,C002989,R00700,M011243,D01243,2025-09-13 04:55:20,1,148,99,47,96,Delivered,4,0,1,0,66.89,19.2,Small
O0001592,C003709,R00342,M004066,D00105,2025-09-15 05:22:53,3,1035,6,25,1054,Delivered,5,0,0,0,0.58,210.8,Large
O0001593,C003305,R00050,M013979,D01412,2025-08-31 21:19:28,3,1344,8,53,1389,Delivered,21,1,1,0,0.6,277.8,Large
O0001594,C000473,R00648,M006928,D01694,2025-09-05 07:21:38,1,566,77,33,522,Delivered,7,0,0,0,13.6,104.4,Medium
O0001595,C000589,R01230,M004752,D02729,2025-09-10 22:08:01,2,1058,21,57,1094,Delivered,22,0,0,0,1.98,218.8,Large
O0001596,C000553,R00263,M011686,D00238,2026-02-10 19:20:12,1,329,20,35,344,Delivered,19,1,0,0,6.08,68.8,Small
O0001597,C004082,R00317,M011403,D03418,2026-01-18 08:42:34,3,1365,94,52,1323,Delivered,8,0,1,0,6.89,264.6,Large
O0001598,C000790,R01210,M009160,D03209,2026-05-11 17:00:10,3,852,31,23,844,Delivered,17,0,0,0,3.64,168.8,Medium
O0001599,C000361,R00310,M004896,D00368,2026-03-16 01:46:34,2,1338,46,35,1327,Delivered,1,0,0,0,3.44,265.4,Large
O0001600,C004768,R00140,M008735,D01613,2025-11-19 21:33:39,2,488,4,49,533,Delivered,21,1,0,0,0.82,106.6,Medium
O0001601,C002321,R00065,M004859,D01598,2026-03-12 01:08:41,4,2004,36,40,2008,Delivered,1,0,0,0,1.8,401.6,Large
O0001602,C000865,R00835,M009224,D03184,2025-11-19 15:06:08,3,1959,65,33,1927,Delivered,15,0,0,0,3.32,385.4,Large
O0001603,C000197,R00411,M010901,D03445,2025-10-09 08:22:14,2,406,40,45,411,Delivered,8,0,0,0,9.85,82.2,Medium
O0001604,C002642,R01425,M012347,D03223,2025-11-17 17:26:38,4,912,65,31,878,Delivered,17,0,0,0,7.13,175.6,Medium
O0001605,C004507,R00180,M010400,D00464,2026-04-16 08:39:40,4,2440,35,39,2444,Delivered,8,0,0,0,1.43,488.8,Large
O0001606,C002903,R00215,M001604,D01647,2025-10-14 17:39:04,4,2416,46,48,2418,Delivered,17,0,0,0,1.9,483.6,Large
O0001607,C003398,R00087,M001571,D03326,2025-08-30 06:47:07,3,1173,40,30,1163,Delivered,6,0,1,0,3.41,232.6,Large
O0001608,C000598,R01139,M007768,D03843,2025-11-04 22:59:16,4,2076,11,59,2124,Delivered,22,0,0,0,0.53,424.8,Large
O0001609,C002503,R01204,M001817,D02742,2026-04-08 20:53:47,2,1130,98,35,1067,Delivered,20,1,0,0,8.67,213.4,Large
O0001610,C001687,R01483,M013202,D03996,2026-04-14 12:53:29,4,1896,79,41,1858,Delivered,12,1,0,0,4.17,371.6,Large
O0001611,C000769,R01323,M003598,D00215,2025-12-23 01:30:07,3,2010,72,48,1986,Delivered,1,0,0,0,3.58,397.2,Large
O0001612,C001046,R01438,M011401,D03627,2025-07-09 22:13:01,4,1276,16,34,1294,Delivered,22,0,0,0,1.25,258.8,Large
O0001613,C001024,R00165,M009462,D03146,2026-05-10 10:21:31,4,580,69,39,550,Delivered,10,0,1,0,11.9,110.0,Medium
O0001614,C003172,R00199,M002342,D02570,2026-04-23 16:17:47,1,180,48,23,155,Delivered,16,0,0,0,26.67,31.0,Small
O0001615,C003936,R00243,M000317,D03662,2025-10-31 11:16:51,3,750,14,52,788,Delivered,11,0,0,0,1.87,157.6,Medium
