item_id,restaurant_id,cuisine_type,item_name,price,preparation_time
M003774,R01182,South Indian,Uttapam,595,35
M003775,R00023,Biryani,Mutton Biryani,415,24
M003776,R00105,Chinese,Manchurian,575,31
M003777,R01031,South Indian,Uttapam,124,43
M003778,R01166,Pizza,Veg Pizza,517,17
M003779,R01024,Pizza,Veg Pizza,110,27
M003780,R01349,Biryani,Veg Biryani,610,15
M003781,R00499,Chinese,Manchurian,126,21
M003782,R01429,Healthy Foods,Grilled Chicken,317,36
M003783,R00452,South Indian,Idli,688,13
M003784,R01008,North Indian,Butter Naan,105,37
M003785,R00141,Desserts,Chocolate Cake,107,35
M003786,R00050,Chinese,Noodles,388,24
M003787,R00947,Biryani,Paneer Biryani,384,43
M003788,R00695,South Indian,Idli,282,22
M003789,R00854,Biryani,Chicken Biryani,316,36
M003790,R00281,Biryani,Paneer Biryani,158,39
M003791,R01320,Biryani,Veg Biryani,258,22
M003792,R00678,Biryani,Mutton Biryani,581,29
M003793,R00030,Pizza,Veg Pizza,695,28
M003794,R01349,Biryani,Mutton Biryani,158,38
M003795,R00525,Biryani,Paneer Biryani,437,14
M003796,R00688,Healthy Foods,Grilled Chicken,694,10
M003797,R01426,North Indian,Paneer Butter Masala,132,20
M003798,R01334,Healthy Foods,Salad Bowl,259,12
M003799,R00348,South Indian,Pongal,221,42
M003800,R01195,Burger,Cheese Burger,134,27
M003801,R00132,Biryani,Mutton Biryani,357,44
M003802,R00815,Biryani,Mutton Biryani,566,35
M003803,R01075,Burger,Veg Burger,434,34
M003804,R01404,South Indian,Pongal,640,25
M003805,R01499,Desserts,Brownie,143,34
M003806,R00556,Biryani,Paneer Biryani,415,11
M003807,R00636,Biryani,Mutton Biryani,678,32
M003808,R00036,Chinese,Noodles,226,32
M003809,R01403,South Indian,Pongal,663,13
M003810,R00128,South Indian,Pongal,522,39
M003811,R00684,South Indian,Masala Dosa,535,17
M003812,R01041,South Indian,Uttapam,215,38
M003813,R01133,Chinese,Fried Rice,198,34
M003814,R01389,Biryani,Paneer Biryani,279,37
M003815,R00778,Pizza,Veg Pizza,411,39
M003816,R00371,North Indian,Dal Makhani,308,13
M003817,R00571,Burger,Veg Burger,461,40
M003818,R00735,Burger,Cheese Burger,231,44
M003819,R01403,South Indian,Idli,102,15
M003820,R00540,Desserts,Chocolate Cake,304,33
M003821,R01102,Chinese,Fried Rice,193,42
M003822,R00042,Biryani,Paneer Biryani,426,44
M003823,R00689,Burger,Veg Burger,656,32
M003824,R00505,Pizza,Farmhouse Pizza,502,35
M003825,R00741,Burger,Veg Burger,243,30
M003826,R01253,North Indian,Butter Naan,223,19
M003827,R00860,Pizza,Farmhouse Pizza,563,29
M003828,R00923,Biryani,Veg Biryani,584,18
M003829,R00483,Chinese,Spring Roll,250,30
M003830,R00373,Pizza,Farmhouse Pizza,639,16
M003831,R01357,South Indian,Uttapam,511,37
M003832,R00106,Healthy Foods,Grilled Chicken,477,20
M003833,R01184,North Indian,Butter Naan,459,41
M003834,R00696,North Indian,Butter Naan,431,42
M003835,R01335,Pizza,Pepperoni Pizza,289,37
M003836,R00402,Biryani,Paneer Biryani,164,32
M003837,R01488,North Indian,Chole Bhature,383,13
M003838,R00781,Pizza,Margherita Pizza,539,45
M003839,R00647,North Indian,Paneer Butter Masala,444,15
M003840,R01307,Biryani,Veg Biryani,670,33
M003841,R01411,Healthy Foods,Protein Bowl,263,33
M003842,R01474,Chinese,Noodles,539,10
M003843,R00628,Desserts,Brownie,172,43
M003844,R00217,Healthy Foods,Protein Bowl,191,45
M003845,R00270,Burger,Cheese Burger,105,39
M003846,R00914,Biryani,Veg Biryani,163,10
M003847,R00482,Pizza,Pepperoni Pizza,565,36
M003848,R00573,North Indian,Paneer Butter Masala,597,13
M003849,R00976,Biryani,Chicken Biryani,479,21
M003850,R00482,Pizza,Farmhouse Pizza,522,44
M003851,R01331,Chinese,Manchurian,395,31
M003852,R01203,Burger,Cheese Burger,541,39
M003853,R00848,South Indian,Idli,279,33
M003854,R00967,South Indian,Masala Dosa,541,17
M003855,R01474,Chinese,Spring Roll,344,15
M003856,R01488,North Indian,Butter Naan,371,37
M003857,R00758,South Indian,Idli,274,15
M003858,R00631,North Indian,Butter Naan,283,33
M003859,R00230,North Indian,Chole Bhature,512,45
M003860,R01176,Healthy Foods,Protein Bowl,174,16
M003861,R00573,North Indian,Paneer Butter Masala,306,12
M003862,R00925,Biryani,Paneer Biryani,344,22
M003863,R01406,Burger,Cheese Burger,323,17
M003864,R00915,North Indian,Chole Bhature,439,12
M003865,R01060,Burger,Cheese Burger,402,19
M003866,R00790,Pizza,Margherita Pizza,578,40
M003867,R00173,South Indian,Pongal,267,36
M003868,R00207,Healthy Foods,Salad Bowl,467,32
M003869,R00774,Biryani,Chicken Biryani,85,35
M003870,R01116,Biryani,Mutton Biryani,95,14
M003871,R01407,Biryani,Paneer Biryani,140,40
M003872,R00960,North Indian,Paneer Butter Masala,179,38
M003873,R00664,Pizza,Farmhouse Pizza,511,22
M003874,R00347,Healthy Foods,Grilled Chicken,465,10
M003875,R00873,South Indian,Vada,423,14
M003876,R00930,Biryani,Mutton Biryani,379,29
M003877,R00457,North Indian,Chole Bhature,184,15
M003878,R00809,Chinese,Manchurian,516,17
M003879,R00892,South Indian,Uttapam,695,38
M003880,R01258,Desserts,Ice Cream,211,21
M003881,R01282,Biryani,Veg Biryani,216,39
M003882,R01253,North Indian,Butter Naan,389,44
M003883,R00882,Biryani,Veg Biryani,607,34
M003884,R01453,North Indian,Butter Naan,509,24
M003885,R01496,North Indian,Dal Makhani,224,11
M003886,R01278,South Indian,Masala Dosa,393,39
M003887,R00970,South Indian,Masala Dosa,230,35
M003888,R00877,South Indian,Vada,187,27
M003889,R01017,Biryani,Mutton Biryani,500,17
M003890,R01291,Burger,Veg Burger,614,13
M003891,R00433,Pizza,Veg Pizza,657,16
M003892,R00924,South Indian,Pongal,568,31
M003893,R01006,Burger,Cheese Burger,634,11
M003894,R01109,North Indian,Paneer Butter Masala,449,29
M003895,R01002,Pizza,Pepperoni Pizza,232,25
M003896,R00559,North Indian,Paneer Butter Masala,100,28
M003897,R00207,Healthy Foods,Salad Bowl,230,32
M003898,R01141,Biryani,Chicken Biryani,182,22
M003899,R01356,South Indian,Idli,293,34
M003900,R01038,North Indian,Butter Naan,691,38
M003901,R00371,North Indian,Chole Bhature,260,44
M003902,R01451,South Indian,Pongal,261,33
M003903,R00945,South Indian,Vada,516,28
M003904,R00822,Pizza,Farmhouse Pizza,590,13
M003905,R00244,Chinese,Fried Rice,230,38
M003906,R01041,South Indian,Pongal,206,22
M003907,R00796,Biryani,Paneer Biryani,346,19
M003908,R00837,Biryani,Chicken Biryani,595,33
M003909,R01357,South Indian,Uttapam,91,23
M003910,R00460,North Indian,Dal Makhani,477,36
M003911,R01216,South Indian,Pongal,629,32
M003912,R00958,North Indian,Butter Naan,619,17
M003913,R01397,South Indian,Pongal,347,35
M003914,R00601,South Indian,Masala Dosa,684,15
M003915,R00100,Biryani,Chicken Biryani,155,37
M003916,R00691,South Indian,Vada,83,33
M003917,R01060,Burger,Veg Burger,279,30
M003918,R00012,North Indian,Paneer Butter Masala,264,10
M003919,R00109,Healthy Foods,Grilled Chicken,392,34
M003920,R01090,South Indian,Vada,563,45
M003921,R01029,South Indian,Masala Dosa,366,41
M003922,R01203,Burger,Chicken Burger,180,11
M003923,R01070,Burger,Cheese Burger,267,13
M003924,R01100,Biryani,Chicken Biryani,305,24
M003925,R01186,Biryani,Paneer Biryani,207,17
M003926,R00040,South Indian,Uttapam,415,19
M003927,R00435,Biryani,Paneer Biryani,290,39
M003928,R00792,Burger,Cheese Burger,142,29
M003929,R00745,Healthy Foods,Grilled Chicken,606,10
M003930,R00438,Desserts,Ice Cream,442,22
M003931,R00516,South Indian,Vada,646,12
M003932,R00180,Healthy Foods,Protein Bowl,604,31
M003933,R00668,South Indian,Pongal,573,26
M003934,R01344,Beverages,Mojito,362,16
M003935,R00266,Healthy Foods,Salad Bowl,528,26
M003936,R00435,Biryani,Chicken Biryani,247,43
M003937,R00613,Pizza,Margherita Pizza,469,31
M003938,R00573,North Indian,Dal Makhani,456,38
M003939,R00902,Biryani,Veg Biryani,454,21
M003940,R00742,Chinese,Spring Roll,445,12
M003941,R00639,Pizza,Margherita Pizza,199,27
M003942,R00128,South Indian,Masala Dosa,489,27
M003943,R00061,Biryani,Mutton Biryani,180,33
M003944,R01097,South Indian,Masala Dosa,328,17
M003945,R00330,Pizza,Veg Pizza,140,24
M003946,R01076,Healthy Foods,Salad Bowl,278,40
M003947,R00605,Pizza,Margherita Pizza,516,36
M003948,R00884,Chinese,Fried Rice,253,32
M003949,R00863,South Indian,Uttapam,145,20
M003950,R00372,Burger,Chicken Burger,231,20
M003951,R01215,North Indian,Butter Naan,350,20
M003952,R01038,North Indian,Chole Bhature,154,37
M003953,R00892,South Indian,Vada,615,15
M003954,R00068,South Indian,Idli,612,10
M003955,R00989,Pizza,Pepperoni Pizza,522,42
M003956,R00390,Biryani,Mutton Biryani,321,19
M003957,R01157,North Indian,Chole Bhature,207,20
M003958,R01358,Biryani,Paneer Biryani,165,45
M003959,R01495,North Indian,Butter Naan,294,13
M003960,R00283,Burger,Cheese Burger,101,29
M003961,R00200,Healthy Foods,Grilled Chicken,498,43
M003962,R00182,Biryani,Chicken Biryani,469,25
M003963,R00515,South Indian,Masala Dosa,283,13
M003964,R01218,Desserts,Chocolate Cake,358,42
M003965,R00468,Healthy Foods,Salad Bowl,493,26
M003966,R01184,North Indian,Butter Naan,596,17
M003967,R01432,Beverages,Lemon Juice,283,33
M003968,R00931,Desserts,Chocolate Cake,165,25
M003969,R00979,Chinese,Spring Roll,600,37
M003970,R01048,South Indian,Masala Dosa,225,19
M003971,R00191,Pizza,Margherita Pizza,101,28
M003972,R01100,Biryani,Chicken Biryani,634,31
M003973,R00262,South Indian,Idli,355,20
M003974,R01339,South Indian,Idli,506,12
M003975,R00323,Pizza,Farmhouse Pizza,298,13
M003976,R01010,North Indian,Dal Makhani,521,31
M003977,R00396,Burger,Veg Burger,387,34
M003978,R01460,Burger,Veg Burger,457,30
M003979,R01004,South Indian,Pongal,681,30
M003980,R00068,South Indian,Idli,175,36
M003981,R00515,South Indian,Uttapam,111,27
M003982,R00463,South Indian,Pongal,528,32
M003983,R00970,South Indian,Uttapam,493,41
M003984,R01051,Pizza,Pepperoni Pizza,86,29
M003985,R00945,South Indian,Pongal,92,36
M003986,R00707,South Indian,Idli,414,38
M003987,R01333,Desserts,Brownie,470,10
M003988,R00664,Pizza,Veg Pizza,392,32
M003989,R00577,Biryani,Paneer Biryani,316,29
M003990,R01349,Biryani,Veg Biryani,303,43
M003991,R01417,Chinese,Noodles,282,22
M003992,R00889,South Indian,Idli,543,27
M003993,R01328,Chinese,Manchurian,610,45
M003994,R01457,Chinese,Manchurian,122,31
M003995,R01099,Chinese,Manchurian,584,24
M003996,R00100,Biryani,Chicken Biryani,162,11
M003997,R00647,North Indian,Butter Naan,603,14
M003998,R01274,Burger,Veg Burger,440,32
M003999,R00710,Biryani,Mutton Biryani,400,30
M004000,R00931,Desserts,Brownie,519,13
M004001,R00554,Pizza,Pepperoni Pizza,468,31
M004002,R00598,Biryani,Veg Biryani,610,16
M004003,R00475,North Indian,Chole Bhature,507,10
M004004,R00055,Biryani,Paneer Biryani,163,43
M004005,R00360,North Indian,Paneer Butter Masala,496,21
M004006,R01399,North Indian,Dal Makhani,449,25
M004007,R01058,Burger,Veg Burger,627,40
M004008,R00968,Biryani,Mutton Biryani,651,12
M004009,R00150,Biryani,Veg Biryani,95,20
M004010,R00860,Pizza,Pepperoni Pizza,402,42
M004011,R00868,Chinese,Noodles,584,39
M004012,R00252,Chinese,Noodles,145,44
M004013,R00208,South Indian,Idli,377,10
M004014,R00852,Pizza,Veg Pizza,269,26
M004015,R01285,Desserts,Chocolate Cake,279,43
M004016,R00768,North Indian,Butter Naan,244,34
M004017,R00893,Beverages,Mojito,483,21
M004018,R01208,South Indian,Idli,281,30
M004019,R01444,Desserts,Chocolate Cake,321,36
M004020,R00553,Desserts,Ice Cream,341,24
M004021,R00118,South Indian,Uttapam,120,41
M004022,R01472,South Indian,Uttapam,184,30
M004023,R01161,Biryani,Veg Biryani,262,27
M004024,R00027,Burger,Chicken Burger,274,42
M004025,R00017,Desserts,Brownie,316,34
M004026,R00373,Pizza,Margherita Pizza,300,41
M004027,R01142,Pizza,Pepperoni Pizza,468,13
M004028,R00951,Burger,Chicken Burger,89,27
M004029,R00521,Biryani,Chicken Biryani,541,11
M004030,R00745,Healthy Foods,Grilled Chicken,335,27
M004031,R00330,Pizza,Veg Pizza,108,41
M004032,R01283,North Indian,Chole Bhature,191,21
M004033,R00548,Burger,Cheese Burger,243,36
M004034,R00328,Biryani,Chicken Biryani,301,30
M004035,R00213,South Indian,Pongal,305,43
M004036,R00923,Biryani,Veg Biryani,436,31
M004037,R00208,South Indian,Vada,238,44
M004038,R00212,Pizza,Pepperoni Pizza,389,42
M004039,R00810,North Indian,Paneer Butter Masala,673,33
M004040,R00710,Biryani,Mutton Biryani,495,29
M004041,R00209,North Indian,Butter Naan,305,34
M004042,R00995,Beverages,Cold Coffee,455,26
M004043,R01156,South Indian,Uttapam,607,11
M004044,R01057,Burger,Chicken Burger,113,11
M004045,R00972,North Indian,Dal Makhani,253,30
M004046,R01170,South Indian,Pongal,569,30
M004047,R00870,South Indian,Idli,257,44
M004048,R01240,Chinese,Noodles,647,43
M004049,R00654,Biryani,Veg Biryani,331,27
M004050,R00400,Burger,Cheese Burger,619,31
M004051,R00706,Pizza,Margherita Pizza,568,39
M004052,R00921,North Indian,Butter Naan,517,42
M004053,R00490,Biryani,Chicken Biryani,403,40
M004054,R00735,Burger,Cheese Burger,400,11
M004055,R01174,South Indian,Pongal,342,15
M004056,R00363,North Indian,Butter Naan,559,12
M004057,R00885,Burger,Chicken Burger,292,35
M004058,R00227,Biryani,Veg Biryani,610,29
M004059,R01211,Biryani,Chicken Biryani,382,26
M004060,R01313,North Indian,Chole Bhature,454,28
M004061,R00274,South Indian,Pongal,400,28
M004062,R00971,North Indian,Paneer Butter Masala,338,15
M004063,R01467,Desserts,Brownie,253,25
M004064,R00568,Desserts,Brownie,214,18
M004065,R01283,North Indian,Dal Makhani,126,28
M004066,R00342,Burger,Cheese Burger,345,28
M004067,R01500,North Indian,Butter Naan,642,40
M004068,R01283,North Indian,Butter Naan,137,37
M004069,R01477,Biryani,Veg Biryani,592,39
M004070,R01288,Biryani,Paneer Biryani,530,32
M004071,R01378,Pizza,Farmhouse Pizza,91,13
M004072,R00332,Biryani,Mutton Biryani,375,33
M004073,R01255,Biryani,Chicken Biryani,590,28
M004074,R00100,Biryani,Mutton Biryani,433,21
M004075,R01300,South Indian,Masala Dosa,699,45
M004076,R00939,South Indian,Idli,205,22
M004077,R00177,South Indian,Vada,588,37
M004078,R00457,North Indian,Butter Naan,367,38
M004079,R00953,Pizza,Farmhouse Pizza,258,28
M004080,R01112,Pizza,Pepperoni Pizza,627,30
M004081,R00287,Pizza,Pepperoni Pizza,205,39
M004082,R00189,Biryani,Chicken Biryani,689,33
M004083,R00202,Biryani,Paneer Biryani,460,27
M004084,R00888,Healthy Foods,Grilled Chicken,130,40
M004085,R01281,Biryani,Chicken Biryani,310,33
M004086,R00504,South Indian,Uttapam,129,13
M004087,R00955,Burger,Chicken Burger,351,23
M004088,R00463,South Indian,Idli,196,11
M004089,R00536,Desserts,Chocolate Cake,243,20
M004090,R00337,South Indian,Idli,275,37
M004091,R01036,Biryani,Veg Biryani,135,34
M004092,R01426,North Indian,Paneer Butter Masala,126,12
M004093,R00606,South Indian,Masala Dosa,292,33
M004094,R01284,North Indian,Paneer Butter Masala,243,42
M004095,R00147,Beverages,Mojito,191,11
M004096,R01122,Chinese,Spring Roll,113,37
M004097,R00980,Biryani,Paneer Biryani,80,26
M004098,R01003,South Indian,Masala Dosa,162,44
M004099,R00248,North Indian,Chole Bhature,336,45
M004100,R01425,North Indian,Butter Naan,129,30
M004101,R01061,Burger,Veg Burger,409,19
M004102,R01078,Biryani,Mutton Biryani,112,23
M004103,R00594,Biryani,Veg Biryani,160,40
M004104,R01008,North Indian,Chole Bhature,529,19
M004105,R00026,North Indian,Butter Naan,369,18
M004106,R00321,North Indian,Chole Bhature,149,17
M004107,R00109,Healthy Foods,Grilled Chicken,492,28
M004108,R00433,Pizza,Pepperoni Pizza,545,11
M004109,R01157,North Indian,Butter Naan,698,17
M004110,R01184,North Indian,Butter Naan,599,33
M004111,R00596,Biryani,Chicken Biryani,660,19
M004112,R00287,Pizza,Margherita Pizza,169,17
M004113,R00792,Burger,Chicken Burger,361,35
M004114,R01402,North Indian,Dal Makhani,156,13
M004115,R00885,Burger,Veg Burger,670,14
M004116,R01200,Biryani,Veg Biryani,367,14
M004117,R00154,Desserts,Chocolate Cake,322,33
M004118,R00259,South Indian,Uttapam,635,25
M004119,R01040,Burger,Cheese Burger,101,16
M004120,R00589,Pizza,Veg Pizza,700,38
M004121,R00695,South Indian,Idli,306,40
M004122,R00345,South Indian,Idli,204,34
M004123,R01400,North Indian,Paneer Butter Masala,324,34
M004124,R01462,South Indian,Uttapam,176,30
M004125,R00521,Biryani,Chicken Biryani,142,15
M004126,R00241,Biryani,Mutton Biryani,249,42
M004127,R00273,Biryani,Paneer Biryani,229,14
M004128,R01014,Healthy Foods,Grilled Chicken,595,24
M004129,R00261,Chinese,Noodles,123,18
M004130,R01384,Desserts,Brownie,209,38
M004131,R01356,South Indian,Vada,510,30
M004132,R01375,Burger,Cheese Burger,333,40
M004133,R00347,Healthy Foods,Protein Bowl,219,43
M004134,R00731,South Indian,Pongal,86,21
M004135,R00546,North Indian,Paneer Butter Masala,332,28
M004136,R00483,Chinese,Fried Rice,520,13
M004137,R00945,South Indian,Masala Dosa,524,12
M004138,R00528,South Indian,Pongal,347,34
M004139,R01078,Biryani,Veg Biryani,145,11
M004140,R00102,Burger,Veg Burger,154,45
M004141,R00656,South Indian,Pongal,97,35
M004142,R00742,Chinese,Noodles,346,37
M004143,R01152,Biryani,Veg Biryani,301,24
M004144,R00494,Burger,Cheese Burger,405,34
M004145,R01047,Chinese,Noodles,638,19
M004146,R00024,Desserts,Brownie,329,37
M004147,R00476,North Indian,Chole Bhature,498,32
M004148,R00921,North Indian,Paneer Butter Masala,624,38
M004149,R01091,Pizza,Pepperoni Pizza,413,43
M004150,R00764,Pizza,Margherita Pizza,531,22
M004151,R00909,North Indian,Butter Naan,83,33
M004152,R01021,Burger,Cheese Burger,637,24
M004153,R00600,South Indian,Idli,142,45
M004154,R00004,North Indian,Butter Naan,630,44
M004155,R00677,Chinese,Manchurian,357,21
M004156,R01147,Burger,Cheese Burger,639,21
M004157,R01382,Pizza,Veg Pizza,268,35
M004158,R00394,Biryani,Chicken Biryani,349,27
M004159,R00645,Beverages,Lemon Juice,200,19
M004160,R01388,Chinese,Manchurian,333,40
M004161,R00722,North Indian,Dal Makhani,286,43
M004162,R00540,Desserts,Brownie,528,20
M004163,R01073,Pizza,Veg Pizza,670,33
M004164,R00564,North Indian,Butter Naan,333,10
M004165,R01357,South Indian,Idli,163,34
M004166,R00537,Burger,Chicken Burger,400,12
M004167,R00789,Burger,Chicken Burger,418,39
M004168,R00101,Chinese,Spring Roll,610,37
M004169,R00357,Biryani,Paneer Biryani,103,11
M004170,R00771,Beverages,Mojito,300,18
M004171,R00002,Biryani,Paneer Biryani,569,34
M004172,R00169,Burger,Veg Burger,436,15
M004173,R01490,South Indian,Vada,183,28
M004174,R00958,North Indian,Chole Bhature,658,11
M004175,R01195,Burger,Veg Burger,457,26
M004176,R00883,South Indian,Idli,426,43
M004177,R01292,South Indian,Uttapam,630,17
M004178,R01497,Biryani,Paneer Biryani,567,45
M004179,R00431,North Indian,Dal Makhani,580,28
M004180,R01418,South Indian,Masala Dosa,181,42
M004181,R00145,South Indian,Pongal,188,43
M004182,R00726,Pizza,Farmhouse Pizza,436,28
M004183,R00675,South Indian,Pongal,542,31
M004184,R00760,Healthy Foods,Salad Bowl,293,24
M004185,R00689,Burger,Cheese Burger,340,18
M004186,R01201,Biryani,Veg Biryani,397,20
M004187,R00952,South Indian,Idli,587,21
M004188,R00467,South Indian,Vada,558,27
M004189,R00754,Burger,Cheese Burger,560,20
M004190,R00148,Burger,Cheese Burger,340,21
M004191,R00972,North Indian,Paneer Butter Masala,550,33
M004192,R01270,Biryani,Mutton Biryani,395,18
M004193,R01034,Biryani,Chicken Biryani,662,10
M004194,R00261,Chinese,Fried Rice,553,15
M004195,R01238,North Indian,Dal Makhani,442,23
M004196,R01020,Biryani,Paneer Biryani,360,16
M004197,R01452,Chinese,Spring Roll,435,29
M004198,R00734,Desserts,Chocolate Cake,399,32
M004199,R01091,Pizza,Margherita Pizza,265,17
M004200,R01254,Pizza,Pepperoni Pizza,598,19
M004201,R01341,North Indian,Butter Naan,390,30
M004202,R01106,Burger,Cheese Burger,123,12
M004203,R01226,South Indian,Masala Dosa,479,13
M004204,R01452,Chinese,Manchurian,454,31
M004205,R00295,South Indian,Pongal,503,42
M004206,R01500,North Indian,Paneer Butter Masala,90,25
M004207,R00548,Burger,Cheese Burger,542,29
M004208,R01298,Biryani,Veg Biryani,172,10
M004209,R01006,Burger,Veg Burger,581,28
M004210,R00193,North Indian,Paneer Butter Masala,177,33
M004211,R00982,Burger,Cheese Burger,140,40
M004212,R01398,South Indian,Uttapam,643,31
M004213,R00700,Biryani,Paneer Biryani,540,42
M004214,R01361,South Indian,Idli,81,36
M004215,R01373,Burger,Cheese Burger,97,12
M004216,R01488,North Indian,Dal Makhani,326,35
M004217,R00338,North Indian,Butter Naan,519,33
M004218,R00450,South Indian,Pongal,206,42
M004219,R00001,South Indian,Pongal,118,31
M004220,R00200,Healthy Foods,Protein Bowl,190,42
M004221,R00755,North Indian,Paneer Butter Masala,280,27
M004222,R00313,Biryani,Mutton Biryani,185,20
M004223,R00553,Desserts,Brownie,397,26
M004224,R00550,Biryani,Mutton Biryani,439,14
M004225,R01383,North Indian,Dal Makhani,324,17
M004226,R00567,Pizza,Pepperoni Pizza,547,41
M004227,R00377,Pizza,Pepperoni Pizza,490,12
M004228,R00220,Biryani,Chicken Biryani,523,21
M004229,R00292,Biryani,Veg Biryani,84,21
M004230,R00962,Desserts,Brownie,225,34
M004231,R00108,Chinese,Manchurian,673,40
M004232,R00216,North Indian,Dal Makhani,651,36
M004233,R01236,North Indian,Paneer Butter Masala,124,23
M004234,R00519,South Indian,Vada,641,44
M004235,R01069,North Indian,Chole Bhature,471,15
M004236,R00331,Pizza,Veg Pizza,336,13
M004237,R00371,North Indian,Chole Bhature,204,16
M004238,R01191,South Indian,Vada,84,35
M004239,R00633,South Indian,Uttapam,102,45
M004240,R01383,North Indian,Paneer Butter Masala,556,15
M004241,R01067,North Indian,Butter Naan,90,24
M004242,R00030,Pizza,Veg Pizza,648,36
M004243,R01020,Biryani,Chicken Biryani,279,25
M004244,R00679,South Indian,Uttapam,459,38
M004245,R01447,Chinese,Noodles,296,10
M004246,R00237,Biryani,Paneer Biryani,505,41
M004247,R00236,North Indian,Chole Bhature,643,40
M004248,R00620,North Indian,Paneer Butter Masala,631,25
M004249,R01266,Pizza,Margherita Pizza,476,29
M004250,R00194,Burger,Chicken Burger,574,23
M004251,R00377,Pizza,Farmhouse Pizza,235,27
M004252,R01308,North Indian,Paneer Butter Masala,471,22
M004253,R00375,Healthy Foods,Grilled Chicken,649,10
M004254,R00487,Biryani,Chicken Biryani,527,13
M004255,R01062,Chinese,Noodles,648,36
M004256,R00633,South Indian,Vada,425,39
M004257,R00911,South Indian,Idli,452,16
M004258,R00848,South Indian,Idli,321,31
M004259,R00706,Pizza,Veg Pizza,254,17
M004260,R01440,Pizza,Margherita Pizza,160,26
M004261,R00477,Pizza,Pepperoni Pizza,641,26
M004262,R01430,North Indian,Butter Naan,683,20
M004263,R01088,South Indian,Masala Dosa,562,14
M004264,R01258,Desserts,Brownie,143,13
M004265,R01499,Desserts,Brownie,462,29
M004266,R00001,South Indian,Vada,324,15
M004267,R00473,North Indian,Chole Bhature,193,34
M004268,R00678,Biryani,Chicken Biryani,375,31
M004269,R00680,Chinese,Spring Roll,82,26
M004270,R01139,Biryani,Veg Biryani,173,10
M004271,R00714,North Indian,Paneer Butter Masala,167,33
M004272,R00106,Healthy Foods,Grilled Chicken,352,11
M004273,R00277,South Indian,Vada,645,23
M004274,R00941,Pizza,Farmhouse Pizza,444,21
M004275,R01024,Pizza,Pepperoni Pizza,616,40
M004276,R00647,North Indian,Paneer Butter Masala,558,31
M004277,R00519,South Indian,Uttapam,605,28
M004278,R01448,Burger,Cheese Burger,413,23
M004279,R00965,North Indian,Paneer Butter Masala,597,11
M004280,R00906,South Indian,Pongal,267,23
M004281,R01419,Biryani,Veg Biryani,528,35
M004282,R01386,Desserts,Chocolate Cake,565,27
M004283,R01344,Beverages,Mojito,420,23
M004284,R00840,North Indian,Butter Naan,696,16
M004285,R01293,Chinese,Manchurian,606,29
M004286,R00881,Chinese,Noodles,509,40
M004287,R01168,Biryani,Paneer Biryani,310,19
M004288,R00779,South Indian,Idli,96,29
M004289,R00373,Pizza,Farmhouse Pizza,448,36
M004290,R01105,South Indian,Uttapam,560,22
M004291,R00330,Pizza,Pepperoni Pizza,361,23
M004292,R00891,North Indian,Dal Makhani,575,17
M004293,R00353,Pizza,Pepperoni Pizza,626,28
M004294,R00700,Biryani,Veg Biryani,625,42
M004295,R00190,Chinese,Fried Rice,127,20
M004296,R01251,Chinese,Manchurian,391,16
M004297,R01101,Pizza,Margherita Pizza,278,36
M004298,R01062,Chinese,Manchurian,479,16
M004299,R00103,Healthy Foods,Protein Bowl,642,36
M004300,R00232,Biryani,Mutton Biryani,293,45
M004301,R00170,North Indian,Chole Bhature,109,23
M004302,R00560,Pizza,Margherita Pizza,529,36
M004303,R01351,South Indian,Masala Dosa,399,11
M004304,R00474,Chinese,Fried Rice,611,36
M004305,R00419,Burger,Chicken Burger,602,15
M004306,R00278,South Indian,Uttapam,640,44
M004307,R01422,South Indian,Vada,122,18
M004308,R00958,North Indian,Chole Bhature,638,12
M004309,R00498,North Indian,Dal Makhani,140,39
M004310,R00356,South Indian,Vada,585,11
M004311,R00963,North Indian,Chole Bhature,196,33
M004312,R00222,South Indian,Masala Dosa,174,27
M004313,R00338,North Indian,Butter Naan,529,29
M004314,R00237,Biryani,Veg Biryani,453,39
M004315,R00106,Healthy Foods,Grilled Chicken,85,42
M004316,R00847,South Indian,Pongal,322,39
M004317,R00380,Healthy Foods,Protein Bowl,474,12
M004318,R00415,South Indian,Uttapam,184,33
M004319,R00467,South Indian,Pongal,230,10
M004320,R00403,North Indian,Butter Naan,251,22
M004321,R00929,Pizza,Pepperoni Pizza,124,31
M004322,R00439,North Indian,Butter Naan,376,23
M004323,R00011,Desserts,Chocolate Cake,374,39
M004324,R00434,Burger,Veg Burger,699,44
M004325,R00054,Healthy Foods,Protein Bowl,119,43
M004326,R01225,Biryani,Veg Biryani,355,45
M004327,R00811,South Indian,Vada,460,18
M004328,R00755,North Indian,Paneer Butter Masala,490,34
M004329,R00332,Biryani,Mutton Biryani,523,31
M004330,R00446,Healthy Foods,Protein Bowl,588,38
M004331,R01126,Burger,Veg Burger,233,42
M004332,R01154,Biryani,Paneer Biryani,564,34
M004333,R00640,South Indian,Pongal,100,40
M004334,R00107,Chinese,Fried Rice,512,23
M004335,R00133,Biryani,Mutton Biryani,141,36
M004336,R00039,South Indian,Uttapam,575,16
M004337,R01098,Beverages,Mojito,542,24
M004338,R00108,Chinese,Noodles,317,37
M004339,R00336,North Indian,Dal Makhani,294,13
