delivery_id,order_id,rider_id,distance_km,delivery_duration
DV0013283,O0013283,D03567,7.5,24
DV0013284,O0013284,D01253,10.3,47
DV0013285,O0013285,D02876,1.2,23
DV0013286,O0013286,D00344,8.3,26
DV0013287,O0013287,D02357,9.2,32
DV0013288,O0013288,D00148,8.1,49
DV0013289,O0013289,D01004,4.3,41
DV0013290,O0013290,D03917,4.0,35
DV0013291,O0013291,D02375,2.7,55
DV0013292,O0013292,D02791,6.9,16
DV0013293,O0013293,D02910,10.9,31
DV0013294,O0013294,D00377,11.4,34
DV0013295,O0013295,D00287,8.1,46
DV0013296,O0013296,D00983,11.7,15
DV0013297,O0013297,D02399,6.8,47
DV0013298,O0013298,D00564,1.0,36
DV0013299,O0013299,D01650,6.0,58
DV0013300,O0013300,D01814,11.8,48
DV0013301,O0013301,D01430,3.1,41
DV0013302,O0013302,D02083,6.5,45
DV0013303,O0013303,D00179,10.5,35
DV0013304,O0013304,D02836,9.4,30
DV0013305,O0013305,D01057,6.4,45
DV0013306,O0013306,D02849,9.8,22
DV0013307,O0013307,D03694,11.8,16
DV0013308,O0013308,D02565,6.4,58
DV0013309,O0013309,D03744,10.9,27
DV0013310,O0013310,D03445,10.3,35
DV0013311,O0013311,D03239,10.5,53
DV0013312,O0013312,D03649,4.3,34
DV0013313,O0013313,D03296,4.5,21
DV0013314,O0013314,D03617,9.7,46
DV0013315,O0013315,D03742,11.2,19
DV0013316,O0013316,D02852,6.0,24
DV0013317,O0013317,D00749,5.1,19
DV0013318,O0013318,D03049,5.5,49
DV0013319,O0013319,D03347,7.5,17
DV0013320,O0013320,D00174,5.4,25
DV0013321,O0013321,D03888,3.7,42
DV0013322,O0013322,D00592,11.1,28
DV0013323,O0013323,D01115,1.2,25
DV0013324,O0013324,D02022,7.0,46
DV0013325,O0013325,D03130,9.9,28
DV0013326,O0013326,D03284,3.9,16
DV0013327,O0013327,D01249,3.7,32
DV0013328,O0013328,D02836,3.5,21
DV0013329,O0013329,D03518,5.2,33
DV0013330,O0013330,D00715,4.5,15
DV0013331,O0013331,D01364,1.9,33
DV0013332,O0013332,D02000,2.9,26
DV0013333,O0013333,D00202,6.0,43
DV0013334,O0013334,D03538,1.5,53
DV0013335,O0013335,D01145,5.3,42
DV0013336,O0013336,D01378,11.1,33
DV0013337,O0013337,D01630,9.2,35
DV0013338,O0013338,D01504,5.6,35
DV0013339,O0013339,D03890,11.2,24
DV0013340,O0013340,D01885,5.4,33
DV0013341,O0013341,D02054,11.1,56
DV0013342,O0013342,D01180,3.2,35
DV0013343,O0013343,D00368,4.2,50
DV0013344,O0013344,D01490,2.7,45
DV0013345,O0013345,D00715,4.2,55
DV0013346,O0013346,D01815,6.6,22
DV0013347,O0013347,D02812,9.4,31
DV0013348,O0013348,D02624,1.3,58
DV0013349,O0013349,D01581,3.5,56
DV0013350,O0013350,D02912,8.4,59
DV0013351,O0013351,D00632,5.8,38
DV0013352,O0013352,D01485,10.9,29
DV0013353,O0013353,D00199,2.0,54
DV0013354,O0013354,D00859,4.7,44
DV0013355,O0013355,D01509,9.2,39
DV0013356,O0013356,D03295,8.9,58
DV0013357,O0013357,D02797,7.2,19
DV0013358,O0013358,D02217,5.3,57
DV0013359,O0013359,D00925,11.8,53
DV0013360,O0013360,D01589,3.8,17
DV0013361,O0013361,D02733,9.3,29
DV0013362,O0013362,D01949,3.9,44
DV0013363,O0013363,D00540,11.1,21
DV0013364,O0013364,D03205,4.5,15
DV0013365,O0013365,D01223,8.0,30
DV0013366,O0013366,D00100,2.2,20
DV0013367,O0013367,D03243,5.3,26
DV0013368,O0013368,D00861,11.7,17
DV0013369,O0013369,D03451,4.6,37
DV0013370,O0013370,D02287,1.4,46
DV0013371,O0013371,D01753,6.1,24
DV0013372,O0013372,D01349,3.8,34
DV0013373,O0013373,D00659,4.3,39
DV0013374,O0013374,D02040,1.0,52
DV0013375,O0013375,D01242,2.6,32
DV0013376,O0013376,D00920,1.7,55
DV0013377,O0013377,D01018,6.3,56
DV0013378,O0013378,D02696,4.4,32
DV0013379,O0013379,D03836,3.8,47
DV0013380,O0013380,D00057,6.4,22
DV0013381,O0013381,D03279,8.1,54
DV0013382,O0013382,D03399,1.1,25
DV0013383,O0013383,D02235,1.4,37
DV0013384,O0013384,D01661,5.6,49
DV0013385,O0013385,D01088,4.9,19
DV0013386,O0013386,D03644,4.3,26
DV0013387,O0013387,D02608,2.0,42
DV0013388,O0013388,D00101,5.7,46
DV0013389,O0013389,D00776,7.5,49
DV0013390,O0013390,D00507,9.8,44
DV0013391,O0013391,D00654,6.3,27
DV0013392,O0013392,D00981,8.1,42
DV0013393,O0013393,D03372,3.7,20
DV0013394,O0013394,D00188,9.1,37
DV0013395,O0013395,D02442,11.0,18
DV0013396,O0013396,D03739,11.8,17
DV0013397,O0013397,D02652,6.1,44
DV0013398,O0013398,D00860,11.6,49
DV0013399,O0013399,D02957,10.7,56
DV0013400,O0013400,D03125,7.3,59
DV0013401,O0013401,D01534,7.4,24
DV0013402,O0013402,D03450,7.8,56
DV0013403,O0013403,D03480,5.0,51
DV0013404,O0013404,D03241,3.1,49
DV0013405,O0013405,D02191,9.4,54
DV0013406,O0013406,D00756,2.7,20
DV0013407,O0013407,D03430,1.8,49
DV0013408,O0013408,D03241,5.6,54
DV0013409,O0013409,D01014,6.0,56
DV0013410,O0013410,D02377,2.2,27
DV0013411,O0013411,D03847,10.6,57
DV0013412,O0013412,D03790,11.5,59
DV0013413,O0013413,D00279,8.9,57
DV0013414,O0013414,D02254,3.1,45
DV0013415,O0013415,D03981,5.9,15
DV0013416,O0013416,D03918,3.1,44
DV0013417,O0013417,D03175,10.0,33
DV0013418,O0013418,D00068,8.6,35
DV0013419,O0013419,D02239,10.0,55
DV0013420,O0013420,D02133,6.3,35
DV0013421,O0013421,D03946,4.4,39
DV0013422,O0013422,D00751,10.8,22
DV0013423,O0013423,D02053,3.8,53
DV0013424,O0013424,D03751,6.2,52
DV0013425,O0013425,D01074,6.9,55
DV0013426,O0013426,D02893,9.4,53
DV0013427,O0013427,D03145,3.8,29
DV0013428,O0013428,D01897,7.0,35
DV0013429,O0013429,D02121,11.1,23
DV0013430,O0013430,D01008,10.0,34
DV0013431,O0013431,D02138,10.0,43
DV0013432,O0013432,D00729,6.7,30
DV0013433,O0013433,D03026,3.1,46
DV0013434,O0013434,D02727,9.8,58
DV0013435,O0013435,D01110,11.8,54
DV0013436,O0013436,D03436,9.0,45
DV0013437,O0013437,D00104,11.4,48
DV0013438,O0013438,D01273,7.8,46
DV0013439,O0013439,D00589,5.1,53
DV0013440,O0013440,D03935,5.7,60
DV0013441,O0013441,D03442,4.3,50
DV0013442,O0013442,D03980,6.4,15
DV0013443,O0013443,D03339,3.9,26
DV0013444,O0013444,D01488,2.7,41
DV0013445,O0013445,D02496,9.1,44
DV0013446,O0013446,D00978,9.9,50
DV0013447,O0013447,D00808,4.0,40
DV0013448,O0013448,D00430,4.8,33
DV0013449,O0013449,D01769,7.1,35
DV0013450,O0013450,D00768,5.9,36
DV0013451,O0013451,D02068,7.5,60
DV0013452,O0013452,D01387,1.2,38
DV0013453,O0013453,D03883,5.3,18
DV0013454,O0013454,D03214,1.9,23
DV0013455,O0013455,D02557,5.0,52
DV0013456,O0013456,D00895,2.9,27
DV0013457,O0013457,D01639,9.5,36
DV0013458,O0013458,D01805,3.1,25
DV0013459,O0013459,D02245,7.7,32
DV0013460,O0013460,D03036,11.6,50
DV0013461,O0013461,D00220,8.3,40
DV0013462,O0013462,D00660,10.3,35
DV0013463,O0013463,D03710,5.1,36
DV0013464,O0013464,D02111,4.3,35
DV0013465,O0013465,D03659,6.6,30
DV0013466,O0013466,D01008,7.1,45
DV0013467,O0013467,D00538,2.2,15
DV0013468,O0013468,D02077,6.9,42
DV0013469,O0013469,D00013,1.1,44
DV0013470,O0013470,D03408,5.2,43
DV0013471,O0013471,D02386,10.3,18
DV0013472,O0013472,D02814,11.4,54
DV0013473,O0013473,D01321,9.4,34
DV0013474,O0013474,D03316,6.2,34
DV0013475,O0013475,D03802,1.2,38
DV0013476,O0013476,D03024,11.4,26
DV0013477,O0013477,D00673,11.0,27
DV0013478,O0013478,D00791,8.8,40
DV0013479,O0013479,D03585,2.6,46
DV0013480,O0013480,D02534,10.0,47
DV0013481,O0013481,D01435,2.9,31
DV0013482,O0013482,D01240,7.7,33
DV0013483,O0013483,D00912,6.6,54
DV0013484,O0013484,D03608,8.4,39
DV0013485,O0013485,D03536,10.3,57
DV0013486,O0013486,D03766,2.4,60
DV0013487,O0013487,D01298,8.9,57
DV0013488,O0013488,D02021,9.1,46
DV0013489,O0013489,D02953,8.4,26
DV0013490,O0013490,D00183,2.7,60
DV0013491,O0013491,D02173,9.5,23
DV0013492,O0013492,D01708,2.9,43
DV0013493,O0013493,D01154,7.1,40
DV0013494,O0013494,D00545,10.2,18
DV0013495,O0013495,D00225,11.4,23
DV0013496,O0013496,D00161,6.2,57
DV0013497,O0013497,D02766,5.4,33
DV0013498,O0013498,D03662,2.1,19
DV0013499,O0013499,D00731,11.4,54
DV0013500,O0013500,D00804,5.3,46
DV0013501,O0013501,D02707,9.7,48
DV0013502,O0013502,D01987,4.2,59
DV0013503,O0013503,D03461,7.7,56
DV0013504,O0013504,D03795,4.0,22
DV0013505,O0013505,D03554,9.1,54
DV0013506,O0013506,D03552,8.8,21
DV0013507,O0013507,D02082,5.6,24
DV0013508,O0013508,D03814,9.5,58
DV0013509,O0013509,D03213,9.5,36
DV0013510,O0013510,D02570,2.3,21
DV0013511,O0013511,D02007,5.9,51
DV0013512,O0013512,D01939,8.4,56
DV0013513,O0013513,D00976,9.9,55
DV0013514,O0013514,D02714,8.0,15
DV0013515,O0013515,D00574,9.7,53
DV0013516,O0013516,D02435,3.9,59
DV0013517,O0013517,D02120,5.0,54
DV0013518,O0013518,D00377,2.3,48
DV0013519,O0013519,D01677,5.8,16
DV0013520,O0013520,D01756,10.6,38
DV0013521,O0013521,D02979,1.8,26
DV0013522,O0013522,D03056,6.5,21
DV0013523,O0013523,D02220,6.8,38
DV0013524,O0013524,D02470,6.4,28
DV0013525,O0013525,D02342,5.4,60
DV0013526,O0013526,D03617,3.8,53
DV0013527,O0013527,D02117,11.0,32
DV0013528,O0013528,D00678,9.6,23
DV0013529,O0013529,D00259,9.1,58
DV0013530,O0013530,D00215,9.0,17
DV0013531,O0013531,D00107,11.4,42
DV0013532,O0013532,D03021,4.7,51
DV0013533,O0013533,D00458,3.7,59
DV0013534,O0013534,D03777,11.9,52
DV0013535,O0013535,D02912,10.9,56
DV0013536,O0013536,D02220,5.9,32
DV0013537,O0013537,D02262,2.9,45
DV0013538,O0013538,D03762,6.3,44
DV0013539,O0013539,D02308,8.4,41
DV0013540,O0013540,D01565,3.5,15
DV0013541,O0013541,D01345,2.7,52
DV0013542,O0013542,D01285,1.6,24
DV0013543,O0013543,D03365,5.9,17
DV0013544,O0013544,D02143,9.6,15
DV0013545,O0013545,D03508,11.7,58
DV0013546,O0013546,D00584,6.4,22
DV0013547,O0013547,D00290,2.8,28
DV0013548,O0013548,D00881,6.6,25
DV0013549,O0013549,D00267,1.0,39
DV0013550,O0013550,D00843,7.7,36
DV0013551,O0013551,D01906,9.1,60
DV0013552,O0013552,D00766,8.7,26
DV0013553,O0013553,D00088,3.7,26
DV0013554,O0013554,D03741,6.0,57
DV0013555,O0013555,D00646,7.0,45
DV0013556,O0013556,D02048,6.8,38
DV0013557,O0013557,D02773,9.6,48
DV0013558,O0013558,D01972,10.8,43
DV0013559,O0013559,D02339,10.0,16
DV0013560,O0013560,D02897,8.7,24
DV0013561,O0013561,D02022,10.1,60
DV0013562,O0013562,D03843,1.8,42
DV0013563,O0013563,D01055,6.3,58
DV0013564,O0013564,D00815,5.1,42
DV0013565,O0013565,D00396,11.4,25
DV0013566,O0013566,D02262,2.7,56
DV0013567,O0013567,D01126,3.2,39
DV0013568,O0013568,D02421,9.0,21
DV0013569,O0013569,D02458,3.9,57
DV0013570,O0013570,D01547,4.6,32
DV0013571,O0013571,D03772,11.9,43
DV0013572,O0013572,D03778,6.2,57
DV0013573,O0013573,D03207,3.1,55
DV0013574,O0013574,D02358,3.2,18
DV0013575,O0013575,D02154,8.2,45
DV0013576,O0013576,D02783,6.9,18
DV0013577,O0013577,D03333,3.4,38
DV0013578,O0013578,D00383,11.8,23
DV0013579,O0013579,D02260,7.1,47
DV0013580,O0013580,D03276,10.6,30
DV0013581,O0013581,D02292,5.7,54
DV0013582,O0013582,D03894,1.2,37
DV0013583,O0013583,D02980,2.1,53
DV0013584,O0013584,D02809,4.5,43
DV0013585,O0013585,D00593,10.0,28
DV0013586,O0013586,D03227,6.1,30
DV0013587,O0013587,D00735,6.4,34
DV0013588,O0013588,D02219,4.0,30
DV0013589,O0013589,D03647,3.7,32
DV0013590,O0013590,D00805,10.2,48
DV0013591,O0013591,D01429,10.8,45
DV0013592,O0013592,D02685,8.8,30
DV0013593,O0013593,D03272,7.9,50
DV0013594,O0013594,D02133,10.9,20
DV0013595,O0013595,D02140,7.6,51
DV0013596,O0013596,D02547,7.7,59
DV0013597,O0013597,D02444,6.3,21
DV0013598,O0013598,D03572,7.3,44
DV0013599,O0013599,D01418,5.4,50
DV0013600,O0013600,D02298,6.1,50
DV0013601,O0013601,D02902,1.3,15
DV0013602,O0013602,D02046,5.8,45
DV0013603,O0013603,D02218,11.8,37
DV0013604,O0013604,D00394,10.3,28
DV0013605,O0013605,D03652,1.2,29
DV0013606,O0013606,D00574,10.2,19
DV0013607,O0013607,D01086,10.1,43
DV0013608,O0013608,D01844,11.0,55
DV0013609,O0013609,D01943,9.6,29
DV0013610,O0013610,D01213,7.9,43
DV0013611,O0013611,D03139,4.0,29
DV0013612,O0013612,D03222,9.7,26
DV0013613,O0013613,D00682,5.3,26
DV0013614,O0013614,D02125,6.4,19
DV0013615,O0013615,D00102,10.7,32
DV0013616,O0013616,D01214,3.0,42
DV0013617,O0013617,D00641,6.4,44
DV0013618,O0013618,D03583,4.6,19
DV0013619,O0013619,D03280,6.6,56
DV0013620,O0013620,D03669,7.3,40
DV0013621,O0013621,D03443,10.7,54
DV0013622,O0013622,D00416,11.4,31
DV0013623,O0013623,D02188,11.9,35
DV0013624,O0013624,D03168,11.8,36
DV0013625,O0013625,D02510,10.5,20
DV0013626,O0013626,D03161,2.4,17
DV0013627,O0013627,D01790,9.1,60
DV0013628,O0013628,D00982,7.3,58
DV0013629,O0013629,D00101,4.1,56
DV0013630,O0013630,D02884,5.6,59
DV0013631,O0013631,D00936,2.8,52
DV0013632,O0013632,D01055,3.9,27
DV0013633,O0013633,D02001,7.3,59
DV0013634,O0013634,D03766,4.1,51
DV0013635,O0013635,D03562,4.5,32
DV0013636,O0013636,D02181,6.6,43
DV0013637,O0013637,D01618,10.4,51
DV0013638,O0013638,D02564,2.3,43
DV0013639,O0013639,D02578,3.5,24
DV0013640,O0013640,D01247,1.4,50
DV0013641,O0013641,D00664,11.8,22
DV0013642,O0013642,D00129,9.2,54
DV0013643,O0013643,D00659,10.3,47
DV0013644,O0013644,D02141,6.0,53
DV0013645,O0013645,D00676,8.3,51
DV0013646,O0013646,D00499,8.6,60
DV0013647,O0013647,D01448,7.1,25
DV0013648,O0013648,D00073,7.1,37
DV0013649,O0013649,D03998,5.5,36
DV0013650,O0013650,D01076,8.3,46
DV0013651,O0013651,D02907,9.2,30
DV0013652,O0013652,D03714,3.3,23
DV0013653,O0013653,D01192,10.0,48
DV0013654,O0013654,D03749,3.9,54
DV0013655,O0013655,D01148,11.5,43
DV0013656,O0013656,D03822,4.1,35
DV0013657,O0013657,D02506,11.7,19
DV0013658,O0013658,D02139,11.2,52
DV0013659,O0013659,D03891,9.5,51
DV0013660,O0013660,D01358,2.8,36
DV0013661,O0013661,D02880,3.4,20
DV0013662,O0013662,D01543,1.1,31
DV0013663,O0013663,D00649,5.0,58
DV0013664,O0013664,D00454,9.4,29
DV0013665,O0013665,D01381,11.3,26
DV0013666,O0013666,D02353,11.7,15
DV0013667,O0013667,D00495,3.7,18
DV0013668,O0013668,D00437,2.0,46
DV0013669,O0013669,D01858,5.8,33
DV0013670,O0013670,D02991,6.2,39
DV0013671,O0013671,D01377,7.0,51
DV0013672,O0013672,D03359,1.8,46
DV0013673,O0013673,D03817,5.2,27
DV0013674,O0013674,D02547,3.2,40
DV0013675,O0013675,D00831,1.7,42
DV0013676,O0013676,D01398,5.4,53
DV0013677,O0013677,D01116,11.9,45
DV0013678,O0013678,D01810,11.3,41
DV0013679,O0013679,D02551,11.5,15
DV0013680,O0013680,D00976,1.3,59
DV0013681,O0013681,D00423,5.8,56
DV0013682,O0013682,D00171,7.0,51
DV0013683,O0013683,D00799,4.1,27
DV0013684,O0013684,D02081,11.8,40
DV0013685,O0013685,D01020,4.0,34
DV0013686,O0013686,D02879,11.2,57
DV0013687,O0013687,D00622,3.7,49
DV0013688,O0013688,D00398,4.4,40
DV0013689,O0013689,D01535,8.0,24
DV0013690,O0013690,D03175,9.4,35
DV0013691,O0013691,D01309,7.9,42
DV0013692,O0013692,D00835,8.5,32
DV0013693,O0013693,D02921,9.3,51
DV0013694,O0013694,D01348,5.3,22
DV0013695,O0013695,D01305,11.4,26
DV0013696,O0013696,D00459,2.5,47
DV0013697,O0013697,D03973,4.7,26
DV0013698,O0013698,D03550,10.4,39
DV0013699,O0013699,D00856,6.9,58
DV0013700,O0013700,D03696,3.9,26
DV0013701,O0013701,D01864,9.4,24
DV0013702,O0013702,D00324,2.6,42
DV0013703,O0013703,D00181,1.0,18
DV0013704,O0013704,D00390,5.4,53
DV0013705,O0013705,D01516,2.6,36
DV0013706,O0013706,D02549,11.3,44
DV0013707,O0013707,D03437,9.6,42
DV0013708,O0013708,D00131,7.7,25
DV0013709,O0013709,D01992,1.9,55
DV0013710,O0013710,D03131,5.0,24
DV0013711,O0013711,D03244,7.1,35
DV0013712,O0013712,D00632,7.3,15
DV0013713,O0013713,D02978,10.4,55
DV0013714,O0013714,D00336,6.2,30
DV0013715,O0013715,D01212,9.5,37
DV0013716,O0013716,D03267,1.9,51
DV0013717,O0013717,D00863,3.9,53
DV0013718,O0013718,D01102,11.3,39
DV0013719,O0013719,D01824,9.3,43
DV0013720,O0013720,D02510,10.5,48
DV0013721,O0013721,D03704,1.1,24
DV0013722,O0013722,D01026,4.6,52
DV0013723,O0013723,D03949,7.9,23
DV0013724,O0013724,D00525,2.9,34
DV0013725,O0013725,D03661,3.9,44
DV0013726,O0013726,D00130,4.1,41
DV0013727,O0013727,D00422,7.0,56
DV0013728,O0013728,D03437,11.0,59
DV0013729,O0013729,D03162,5.8,18
DV0013730,O0013730,D03239,4.7,37
DV0013731,O0013731,D00831,7.3,23
DV0013732,O0013732,D02456,6.6,31
DV0013733,O0013733,D01886,9.3,43
DV0013734,O0013734,D01143,4.7,42
DV0013735,O0013735,D03121,5.7,39
DV0013736,O0013736,D03064,1.3,46
DV0013737,O0013737,D00595,2.9,17
DV0013738,O0013738,D02104,2.1,57
DV0013739,O0013739,D00801,1.3,30
DV0013740,O0013740,D00599,9.8,40
DV0013741,O0013741,D03510,6.6,40
DV0013742,O0013742,D02674,3.7,29
DV0013743,O0013743,D00011,11.0,45
DV0013744,O0013744,D03617,7.5,57
DV0013745,O0013745,D00442,3.7,50
DV0013746,O0013746,D01678,10.6,43
DV0013747,O0013747,D03457,10.2,26
DV0013748,O0013748,D00895,5.1,36
DV0013749,O0013749,D00456,8.7,41
DV0013750,O0013750,D03735,10.7,21
DV0013751,O0013751,D01316,8.1,27
DV0013752,O0013752,D01010,6.2,23
DV0013753,O0013753,D01214,8.7,39
DV0013754,O0013754,D03834,11.4,39
DV0013755,O0013755,D02483,2.2,36
DV0013756,O0013756,D02044,9.4,53
DV0013757,O0013757,D03346,11.6,53
DV0013758,O0013758,D03609,4.7,59
DV0013759,O0013759,D03072,9.8,23
DV0013760,O0013760,D00428,3.7,53
DV0013761,O0013761,D01105,9.2,51
DV0013762,O0013762,D02363,2.1,48
DV0013763,O0013763,D02258,8.1,56
DV0013764,O0013764,D00816,3.8,44
DV0013765,O0013765,D00920,2.8,56
DV0013766,O0013766,D00959,7.7,48
DV0013767,O0013767,D00525,6.6,51
DV0013768,O0013768,D02484,11.7,50
DV0013769,O0013769,D00264,1.4,49
DV0013770,O0013770,D01922,8.4,24
DV0013771,O0013771,D03662,8.4,21
DV0013772,O0013772,D01327,2.7,35
DV0013773,O0013773,D03635,3.3,42
DV0013774,O0013774,D02661,8.7,55
DV0013775,O0013775,D01259,9.6,15
DV0013776,O0013776,D01216,8.5,34
DV0013777,O0013777,D03597,11.5,27
DV0013778,O0013778,D03292,5.7,26
DV0013779,O0013779,D03321,5.5,41
DV0013780,O0013780,D03821,8.2,25
DV0013781,O0013781,D00573,11.7,59
DV0013782,O0013782,D02592,7.4,44
DV0013783,O0013783,D02884,10.3,53
DV0013784,O0013784,D01223,3.8,25
DV0013785,O0013785,D03728,1.1,28
DV0013786,O0013786,D02507,6.1,47
DV0013787,O0013787,D02166,4.2,40
DV0013788,O0013788,D01701,11.4,22
DV0013789,O0013789,D00965,6.6,22
DV0013790,O0013790,D01188,2.1,40
DV0013791,O0013791,D01925,8.0,55
DV0013792,O0013792,D00186,4.7,16
DV0013793,O0013793,D02206,8.3,52
DV0013794,O0013794,D01519,4.9,29
DV0013795,O0013795,D01875,11.5,24
DV0013796,O0013796,D00394,6.8,56
DV0013797,O0013797,D03955,6.0,49
DV0013798,O0013798,D02218,7.8,16
DV0013799,O0013799,D00074,9.2,27
DV0013800,O0013800,D03400,6.5,38
DV0013801,O0013801,D03634,11.2,56
DV0013802,O0013802,D00617,7.7,29
DV0013803,O0013803,D02270,2.8,38
DV0013804,O0013804,D00560,9.5,39
DV0013805,O0013805,D03879,8.6,34
DV0013806,O0013806,D00050,5.7,39
DV0013807,O0013807,D01275,6.8,21
DV0013808,O0013808,D01266,5.6,38
DV0013809,O0013809,D01693,7.8,22
DV0013810,O0013810,D01280,2.9,57
DV0013811,O0013811,D01990,7.4,27
DV0013812,O0013812,D00707,6.7,24
DV0013813,O0013813,D01249,9.8,47
DV0013814,O0013814,D03335,3.9,52
DV0013815,O0013815,D01090,8.1,54
DV0013816,O0013816,D01494,5.1,33
DV0013817,O0013817,D03631,2.8,17
DV0013818,O0013818,D01094,8.9,16
DV0013819,O0013819,D01946,2.7,38
DV0013820,O0013820,D02991,11.6,23
DV0013821,O0013821,D01997,2.8,44
DV0013822,O0013822,D03897,7.1,42
DV0013823,O0013823,D01633,10.2,56
DV0013824,O0013824,D00133,4.0,48
DV0013825,O0013825,D00411,7.9,44
DV0013826,O0013826,D00614,11.8,15
DV0013827,O0013827,D00916,6.7,50
DV0013828,O0013828,D00861,3.6,15
DV0013829,O0013829,D01283,3.9,52
DV0013830,O0013830,D03411,4.3,17
DV0013831,O0013831,D00642,5.5,50
DV0013832,O0013832,D00097,7.6,36
DV0013833,O0013833,D03480,9.2,47
DV0013834,O0013834,D02010,4.9,18
DV0013835,O0013835,D00105,8.7,57
DV0013836,O0013836,D01549,12.0,32
DV0013837,O0013837,D02949,11.4,27
DV0013838,O0013838,D02907,1.8,27
DV0013839,O0013839,D00535,4.5,25
DV0013840,O0013840,D02268,1.2,57
DV0013841,O0013841,D03932,1.7,46
DV0013842,O0013842,D03187,3.7,18
DV0013843,O0013843,D03220,7.3,28
DV0013844,O0013844,D00859,9.9,49
DV0013845,O0013845,D03161,11.9,60
DV0013846,O0013846,D02108,1.3,58
DV0013847,O0013847,D02701,3.7,42
DV0013848,O0013848,D02371,7.1,23
DV0013849,O0013849,D03254,9.0,57
DV0013850,O0013850,D00631,10.9,33
DV0013851,O0013851,D03114,1.6,47
DV0013852,O0013852,D00045,5.1,57
DV0013853,O0013853,D03592,5.7,45
DV0013854,O0013854,D01243,9.1,48
DV0013855,O0013855,D03829,5.7,28
DV0013856,O0013856,D01481,3.0,38
DV0013857,O0013857,D03677,2.0,47
DV0013858,O0013858,D02371,5.8,17
DV0013859,O0013859,D03080,11.8,27
DV0013860,O0013860,D03637,8.4,53
DV0013861,O0013861,D02057,5.6,45
DV0013862,O0013862,D00688,11.1,33
DV0013863,O0013863,D03793,7.5,51
DV0013864,O0013864,D02554,5.7,38
DV0013865,O0013865,D03832,1.6,60
DV0013866,O0013866,D01272,4.7,43
DV0013867,O0013867,D00985,4.6,29
DV0013868,O0013868,D02044,7.9,21
DV0013869,O0013869,D01905,4.7,25
DV0013870,O0013870,D01158,2.3,31
DV0013871,O0013871,D03744,4.4,50
DV0013872,O0013872,D00005,1.1,43
DV0013873,O0013873,D03418,1.3,49
DV0013874,O0013874,D01270,8.9,28
DV0013875,O0013875,D00074,8.4,51
DV0013876,O0013876,D03984,7.8,40
DV0013877,O0013877,D00056,11.6,35
DV0013878,O0013878,D00323,6.2,41
DV0013879,O0013879,D03608,11.0,43
DV0013880,O0013880,D00341,6.0,51
DV0013881,O0013881,D02481,11.1,34
DV0013882,O0013882,D02779,4.0,44
DV0013883,O0013883,D02190,4.1,34
DV0013884,O0013884,D02879,4.2,53
DV0013885,O0013885,D03697,8.8,41
DV0013886,O0013886,D01984,7.0,57
DV0013887,O0013887,D02356,2.6,41
DV0013888,O0013888,D01001,9.1,34
DV0013889,O0013889,D01753,9.3,33
DV0013890,O0013890,D01031,4.1,15
DV0013891,O0013891,D02551,9.4,56
DV0013892,O0013892,D03729,11.7,44
DV0013893,O0013893,D01096,7.1,18
DV0013894,O0013894,D00181,12.0,23
DV0013895,O0013895,D03997,7.9,22
DV0013896,O0013896,D03948,3.2,30
DV0013897,O0013897,D00126,2.2,48
DV0013898,O0013898,D00516,8.5,16
DV0013899,O0013899,D02501,10.3,22
DV0013900,O0013900,D01541,11.9,21
DV0013901,O0013901,D00995,7.2,38
DV0013902,O0013902,D03480,1.0,41
DV0013903,O0013903,D03321,6.1,53
DV0013904,O0013904,D00758,11.2,44
DV0013905,O0013905,D01469,6.4,43
DV0013906,O0013906,D02467,8.9,36
DV0013907,O0013907,D03051,6.2,56
DV0013908,O0013908,D00405,1.2,59
DV0013909,O0013909,D03480,6.2,20
DV0013910,O0013910,D01001,2.9,39
DV0013911,O0013911,D01500,10.8,24
DV0013912,O0013912,D00483,7.3,59
DV0013913,O0013913,D02180,3.8,17
DV0013914,O0013914,D01720,3.1,60
DV0013915,O0013915,D00933,9.2,32
DV0013916,O0013916,D01817,5.2,23
DV0013917,O0013917,D00397,11.3,53
DV0013918,O0013918,D01198,9.9,34
DV0013919,O0013919,D03140,7.0,36
DV0013920,O0013920,D00822,5.0,27
DV0013921,O0013921,D00142,2.8,48
DV0013922,O0013922,D03646,4.3,17
DV0013923,O0013923,D02492,8.4,44
DV0013924,O0013924,D02729,9.2,55
DV0013925,O0013925,D02717,1.2,49
DV0013926,O0013926,D02704,4.4,17
DV0013927,O0013927,D00920,10.9,55
DV0013928,O0013928,D03247,7.1,58
DV0013929,O0013929,D03043,7.6,22
DV0013930,O0013930,D00130,6.3,43
DV0013931,O0013931,D03636,8.8,50
DV0013932,O0013932,D03892,6.5,35
DV0013933,O0013933,D01095,1.2,17
DV0013934,O0013934,D02018,9.8,45
DV0013935,O0013935,D02715,7.9,58
DV0013936,O0013936,D02847,6.0,21
DV0013937,O0013937,D02531,7.6,21
DV0013938,O0013938,D02906,9.1,52
DV0013939,O0013939,D02753,10.8,46
DV0013940,O0013940,D02701,6.0,29
DV0013941,O0013941,D00213,3.5,31
DV0013942,O0013942,D02125,9.5,38
DV0013944,O0013944,D03599,7.3,39
DV0013945,O0013945,D01722,3.5,60
DV0013946,O0013946,D00491,4.0,22
DV0013947,O0013947,D01470,2.2,21
DV0013948,O0013948,D01741,4.7,42
