event_id,customer_id,event_type
E0026039,C002567,Add To Cart
E0026040,C003632,App Open
E0026041,C002403,Add To Cart
E0026042,C002151,Restaurant View
E0026043,C003532,Restaurant View
E0026044,C002237,App Open
E0026045,C001305,Checkout
E0026046,C002142,Order Complete
E0026047,C003466,App Open
E0026048,C004931,Add To Cart
E0026049,C004894,Add To Cart
E0026050,C002391,Add To Cart
E0026051,C004287,Add To Cart
E0026052,C002943,Menu View
E0026053,C001094,Order Complete
E0026054,C003549,App Open
E0026055,C001846,App Open
E0026056,C001338,Restaurant View
E0026057,C004829,Add To Cart
E0026058,C003560,Checkout
E0026059,C004320,App Open
E0026060,C004859,Add To Cart
E0026061,C002909,Order Complete
E0026062,C004635,Checkout
E0026063,C002552,Add To Cart
E0026064,C001131,Order Complete
E0026065,C003396,App Open
E0026066,C004076,App Open
E0026067,C004393,Order Complete
E0026068,C000816,Checkout
E0026069,C001454,Checkout
E0026070,C000210,Menu View
E0026071,C001028,App Open
E0026072,C003997,App Open
E0026073,C003619,Menu View
E0026074,C001426,Checkout
E0026075,C003896,Add To Cart
E0026076,C000297,App Open
E0026077,C003157,App Open
E0026078,C004469,Add To Cart
E0026079,C001884,App Open
E0026080,C000674,App Open
E0026081,C004709,Checkout
E0026082,C003470,Order Complete
E0026083,C003883,Checkout
E0026084,C004535,Order Complete
E0026085,C003377,Checkout
E0026086,C001976,Menu View
E0026087,C004975,Restaurant View
E0026088,C000892,Menu View
E0026089,C002190,Order Complete
E0026090,C003914,Menu View
E0026091,C004584,Add To Cart
E0026092,C000144,Menu View
E0026093,C001980,App Open
E0026094,C002437,Checkout
E0026095,C004698,Checkout
E0026096,C002265,Checkout
E0026097,C004211,App Open
E0026098,C000210,Checkout
E0026099,C003222,App Open
E0026100,C004234,Restaurant View
E0026101,C003096,Order Complete
E0026102,C000273,App Open
E0026103,C000965,Restaurant View
E0026104,C001739,Restaurant View
E0026105,C000026,Restaurant View
E0026106,C002987,App Open
E0026107,C004472,Restaurant View
E0026108,C000288,Menu View
E0026109,C004600,Menu View
E0026110,C002176,Restaurant View
E0026111,C001836,Order Complete
E0026112,C002728,Restaurant View
E0026113,C004483,Order Complete
E0026114,C000009,Checkout
E0026115,C000172,App Open
E0026116,C001485,Add To Cart
E0026117,C000490,Menu View
E0026118,C002974,Restaurant View
E0026119,C000263,Restaurant View
E0026120,C001274,App Open
E0026121,C002863,Checkout
E0026122,C001993,Order Complete
E0026123,C002997,Order Complete
E0026124,C003407,Add To Cart
E0026125,C003859,App Open
E0026126,C003109,Order Complete
E0026127,C002355,Checkout
E0026128,C001382,Order Complete
E0026129,C000538,Checkout
E0026130,C001970,Checkout
E0026131,C004567,Order Complete
E0026132,C004876,Restaurant View
E0026133,C003101,Add To Cart
E0026134,C001887,Order Complete
E0026135,C002149,Menu View
E0026136,C002268,App Open
E0026137,C002212,Menu View
E0026138,C003822,Restaurant View
E0026139,C002194,Order Complete
E0026140,C001333,Restaurant View
E0026141,C002935,Menu View
E0026142,C002726,Order Complete
E0026143,C002731,Order Complete
E0026144,C003529,Menu View
E0026145,C001289,Menu View
E0026146,C004945,Checkout
E0026147,C001078,App Open
E0026148,C001072,Checkout
E0026149,C004166,Checkout
E0026150,C002899,Menu View
E0026151,C003065,Restaurant View
E0026152,C001121,Restaurant View
E0026153,C000973,Add To Cart
E0026154,C003861,Add To Cart
E0026155,C000872,Menu View
E0026156,C001545,Checkout
E0026157,C001466,Restaurant View
E0026158,C004754,Add To Cart
E0026159,C003169,Checkout
E0026160,C000736,App Open
E0026161,C003110,Restaurant View
E0026162,C003073,Menu View
E0026163,C000520,Add To Cart
E0026164,C003560,Order Complete
E0026165,C001789,Restaurant View
E0026166,C000254,Menu View
E0026167,C002991,Restaurant View
E0026168,C002055,Restaurant View
E0026169,C003260,Restaurant View
E0026170,C002031,Add To Cart
E0026171,C004105,App Open
E0026172,C003705,Checkout
E0026173,C004237,Restaurant View
E0026174,C004029,Order Complete
E0026175,C001010,Restaurant View
E0026176,C002225,Add To Cart
E0026177,C004753,Order Complete
E0026178,C004778,Menu View
E0026179,C000506,Order Complete
E0026180,C002034,Checkout
E0026181,C001060,Checkout
E0026182,C003481,Add To Cart
E0026183,C002507,Add To Cart
E0026184,C002934,Restaurant View
E0026185,C001769,Order Complete
E0026186,C002331,Add To Cart
E0026187,C000329,Order Complete
E0026188,C003093,Add To Cart
E0026189,C004859,Menu View
E0026190,C002495,Menu View
E0026191,C002549,Menu View
E0026192,C001365,Add To Cart
E0026193,C001188,App Open
E0026194,C000298,App Open
E0026195,C004008,App Open
E0026196,C001420,Add To Cart
E0026197,C003709,Checkout
E0026198,C003837,Menu View
E0026199,C004350,Restaurant View
E0026200,C000308,Restaurant View
E0026201,C000646,App Open
E0026202,C003209,App Open
E0026203,C004006,Restaurant View
E0026204,C003360,Checkout
E0026205,C001587,Menu View
E0026206,C004902,Add To Cart
E0026207,C004034,App Open
E0026208,C004584,Checkout
E0026209,C000834,Restaurant View
E0026210,C004366,Order Complete
E0026211,C004391,Order Complete
E0026212,C003931,Add To Cart
E0026213,C000956,Checkout
E0026214,C004397,Restaurant View
E0026215,C004174,Order Complete
E0026216,C004876,Checkout
E0026217,C003040,App Open
E0026218,C000200,Order Complete
E0026219,C003023,App Open
E0026220,C000499,Restaurant View
E0026221,C003885,Checkout
E0026222,C004121,App Open
E0026223,C002304,App Open
E0026224,C004046,Checkout
E0026225,C004750,Order Complete
E0026226,C000010,App Open
E0026227,C002074,Order Complete
E0026228,C002454,Checkout
E0026229,C001210,App Open
E0026230,C002907,Add To Cart
E0026231,C001687,Restaurant View
E0026232,C003473,Menu View
E0026233,C000191,Add To Cart
E0026234,C001216,Menu View
E0026235,C003236,Checkout
E0026236,C004282,Order Complete
E0026237,C004699,Add To Cart
E0026238,C004929,App Open
E0026239,C000011,Restaurant View
E0026240,C003935,Add To Cart
E0026241,C001535,Add To Cart
E0026242,C004508,Menu View
E0026243,C002827,Add To Cart
E0026244,C003081,Checkout
E0026245,C004933,Restaurant View
E0026246,C000846,Add To Cart
E0026247,C004080,App Open
E0026248,C003953,Menu View
E0026249,C002397,Restaurant View
E0026250,C000541,Restaurant View
E0026251,C002473,Restaurant View
E0026252,C001268,Checkout
E0026253,C002429,App Open
E0026254,C003857,Checkout
E0026255,C001424,Order Complete
E0026256,C002921,Add To Cart
E0026257,C004462,Add To Cart
E0026258,C003615,Checkout
E0026259,C003492,Menu View
E0026260,C002638,App Open
E0026261,C002862,Order Complete
E0026262,C002608,Add To Cart
E0026263,C002305,App Open
E0026264,C001783,App Open
E0026265,C001370,Checkout
E0026266,C003566,Checkout
E0026267,C002748,Restaurant View
E0026268,C002130,Restaurant View
E0026269,C004346,App Open
E0026270,C000173,Checkout
E0026271,C003635,Menu View
E0026272,C002541,Menu View
E0026273,C003461,App Open
E0026274,C004481,Order Complete
E0026275,C002513,Add To Cart
E0026276,C004415,Checkout
E0026277,C003500,Menu View
E0026278,C001001,Restaurant View
E0026279,C001021,Order Complete
E0026280,C001111,App Open
E0026281,C000249,Menu View
E0026282,C001074,Menu View
E0026283,C003983,Checkout
E0026284,C001361,Menu View
E0026285,C001075,Add To Cart
E0026286,C002755,App Open
E0026287,C003127,Checkout
E0026288,C002604,Add To Cart
E0026289,C000819,App Open
E0026290,C001761,Checkout
E0026291,C000984,Add To Cart
E0026292,C000542,Order Complete
E0026293,C004528,Checkout
E0026294,C002227,Restaurant View
E0026295,C004752,Order Complete
E0026296,C002327,Order Complete
E0026297,C001242,App Open
E0026298,C002647,Checkout
E0026299,C000793,Add To Cart
E0026300,C004942,Order Complete
E0026301,C004427,App Open
E0026302,C004859,App Open
E0026303,C000664,Checkout
E0026304,C002756,App Open
E0026305,C001883,App Open
E0026306,C001970,Restaurant View
E0026307,C004869,App Open
E0026308,C003834,Menu View
E0026309,C000968,Order Complete
E0026310,C003619,Order Complete
E0026311,C004224,Menu View
E0026312,C004251,Order Complete
E0026313,C000013,Restaurant View
E0026314,C003810,Add To Cart
E0026315,C002349,Checkout
E0026316,C001349,Add To Cart
E0026317,C002577,Checkout
E0026318,C002059,Checkout
E0026319,C003666,Menu View
E0026320,C004361,Restaurant View
E0026321,C004294,App Open
E0026322,C000867,Checkout
E0026323,C001776,Menu View
E0026324,C002448,Order Complete
E0026325,C003398,Order Complete
E0026326,C001156,Add To Cart
E0026327,C004588,Order Complete
E0026328,C003880,Restaurant View
E0026329,C000061,Add To Cart
E0026330,C001230,App Open
E0026331,C003225,Add To Cart
E0026332,C000062,Restaurant View
E0026333,C001782,Add To Cart
E0026334,C004499,Menu View
E0026335,C001275,Restaurant View
E0026336,C003599,Restaurant View
E0026337,C003725,Order Complete
E0026338,C002924,Add To Cart
E0026339,C000048,Menu View
E0026340,C003296,Menu View
E0026341,C002530,Menu View
E0026342,C004564,Add To Cart
E0026343,C003675,Restaurant View
E0026344,C002415,App Open
E0026345,C000140,Order Complete
E0026346,C000855,Add To Cart
E0026347,C001106,Menu View
E0026348,C000891,Menu View
E0026349,C004766,Menu View
E0026350,C004387,Add To Cart
E0026351,C002434,Order Complete
E0026352,C003118,Order Complete
E0026353,C003082,Order Complete
E0026354,C004998,Menu View
E0026355,C001025,Menu View
E0026356,C004808,App Open
E0026357,C001923,Order Complete
E0026358,C003498,App Open
E0026359,C000958,Menu View
E0026360,C000276,Checkout
E0026361,C003976,Restaurant View
E0026362,C000429,Add To Cart
E0026363,C004081,Order Complete
E0026364,C000957,Add To Cart
E0026365,C004004,Menu View
E0026366,C000921,Menu View
E0026367,C003875,App Open
E0026368,C002526,Add To Cart
E0026369,C002104,Menu View
E0026370,C001693,Restaurant View
E0026371,C000384,Checkout
E0026372,C000529,App Open
E0026373,C001284,App Open
E0026374,C004671,Menu View
E0026375,C000458,Order Complete
E0026376,C004087,Add To Cart
E0026377,C001339,Restaurant View
E0026378,C001661,App Open
E0026379,C003766,Order Complete
E0026380,C003713,Menu View
E0026381,C002231,Checkout
E0026382,C004097,Restaurant View
E0026383,C002220,Menu View
E0026384,C003789,Menu View
E0026385,C001714,App Open
E0026386,C004265,Restaurant View
E0026387,C003580,App Open
E0026388,C003386,Menu View
E0026389,C003309,Order Complete
E0026390,C000200,Add To Cart
E0026391,C003186,Add To Cart
E0026392,C000077,Menu View
E0026393,C003449,Menu View
E0026394,C003576,Order Complete
E0026395,C002417,Checkout
E0026396,C003870,Order Complete
E0026397,C000284,Checkout
E0026398,C003167,Menu View
E0026399,C000221,Add To Cart
E0026400,C004481,Checkout
E0026401,C004772,Add To Cart
E0026402,C002438,App Open
E0026403,C004980,Checkout
E0026404,C003535,App Open
E0026405,C003064,Restaurant View
E0026406,C002204,Checkout
E0026407,C003292,Add To Cart
E0026408,C001048,Add To Cart
E0026409,C001161,Checkout
E0026410,C001408,Order Complete
E0026411,C001377,Restaurant View
E0026412,C004516,Add To Cart
E0026413,C002296,Add To Cart
E0026414,C002933,App Open
E0026415,C002746,Restaurant View
E0026416,C001754,Order Complete
E0026417,C003322,App Open
E0026418,C003872,Checkout
E0026419,C003495,Restaurant View
E0026420,C002784,Add To Cart
E0026421,C004347,Order Complete
E0026422,C004133,Add To Cart
E0026423,C001032,Order Complete
E0026424,C002484,Order Complete
E0026425,C001966,App Open
E0026426,C004294,Checkout
E0026427,C001586,Add To Cart
E0026428,C000234,Checkout
E0026429,C002205,Restaurant View
E0026430,C000870,Add To Cart
E0026431,C002068,Order Complete
E0026432,C003533,Menu View
E0026433,C000210,Order Complete
E0026434,C002273,Restaurant View
E0026435,C002959,Restaurant View
E0026436,C004908,App Open
E0026437,C002724,App Open
E0026438,C004344,Order Complete
E0026439,C001312,App Open
E0026440,C001493,Menu View
E0026441,C003934,Menu View
E0026442,C002421,Restaurant View
E0026443,C001866,Restaurant View
E0026444,C002243,App Open
E0026445,C004961,Restaurant View
E0026446,C004271,Add To Cart
E0026447,C002292,Order Complete
E0026448,C004209,Menu View
E0026449,C003503,Menu View
E0026450,C001803,Menu View
E0026451,C002279,Order Complete
E0026452,C001064,App Open
E0026453,C003617,Add To Cart
E0026454,C004389,Order Complete
E0026455,C003883,Restaurant View
E0026456,C003168,Order Complete
E0026457,C003032,Add To Cart
E0026458,C000274,Checkout
E0026459,C000590,Add To Cart
E0026460,C002709,Menu View
E0026461,C000468,Order Complete
E0026462,C003735,App Open
E0026463,C001744,Add To Cart
E0026464,C003029,Menu View
E0026465,C000863,Checkout
E0026466,C000960,Add To Cart
E0026467,C000851,Checkout
E0026468,C002298,Order Complete
E0026469,C000258,Checkout
E0026470,C004604,Checkout
E0026471,C001974,Order Complete
E0026472,C004734,App Open
E0026473,C000758,Order Complete
E0026474,C003465,App Open
E0026475,C001139,Menu View
E0026476,C004831,Order Complete
E0026477,C000974,App Open
E0026478,C003975,Menu View
E0026479,C003266,Menu View
E0026480,C003339,Menu View
E0026481,C003593,Add To Cart
E0026482,C001945,App Open
E0026483,C003429,Menu View
E0026484,C001400,Order Complete
E0026485,C001074,Checkout
E0026486,C002708,Order Complete
E0026487,C004332,Checkout
E0026488,C002731,Order Complete
E0026489,C003177,Add To Cart
E0026490,C001242,Menu View
E0026491,C001940,Menu View
E0026492,C004338,Restaurant View
E0026493,C004448,Restaurant View
E0026494,C003166,Restaurant View
E0026495,C003334,Menu View
E0026496,C002029,Menu View
E0026497,C002138,Order Complete
E0026498,C001549,Restaurant View
E0026499,C000140,Menu View
E0026500,C003799,Add To Cart
E0026501,C003285,Add To Cart
E0026502,C004198,Checkout
E0026503,C003388,Menu View
E0026504,C004157,Menu View
E0026505,C000795,Menu View
E0026506,C001983,Order Complete
E0026507,C003629,Restaurant View
E0026508,C004104,Restaurant View
E0026509,C000492,Restaurant View
E0026510,C001566,Restaurant View
E0026511,C004089,App Open
E0026512,C002491,Restaurant View
E0026513,C003277,Checkout
E0026514,C003973,Menu View
E0026515,C001783,Order Complete
E0026516,C003377,Checkout
E0026517,C002526,Menu View
E0026518,C003033,Add To Cart
E0026519,C004680,Restaurant View
E0026520,C001288,Restaurant View
E0026521,C000923,App Open
E0026522,C000460,Checkout
E0026523,C004533,Order Complete
E0026524,C000210,Restaurant View
E0026525,C002716,Order Complete
E0026526,C004434,Checkout
E0026527,C000455,Restaurant View
E0026528,C003221,Order Complete
E0026529,C004802,Add To Cart
E0026530,C003772,Menu View
E0026531,C001439,Order Complete
E0026532,C002774,Menu View
E0026533,C000070,Checkout
E0026534,C000207,Checkout
E0026535,C001278,Checkout
E0026536,C003541,Order Complete
E0026537,C004418,Restaurant View
E0026538,C000706,App Open
E0026539,C001650,Order Complete
E0026540,C002952,Add To Cart
E0026541,C001361,Order Complete
E0026542,C004511,App Open
E0026543,C002995,Menu View
E0026544,C000660,Checkout
E0026545,C000229,Order Complete
E0026546,C003814,App Open
E0026547,C003863,Restaurant View
E0026548,C003682,Checkout
E0026549,C004771,Menu View
E0026550,C004739,Menu View
E0026551,C001310,App Open
E0026552,C002106,Menu View
E0026553,C002611,Add To Cart
E0026554,C003408,Checkout
E0026555,C001019,Restaurant View
E0026556,C000041,Add To Cart
E0026557,C000670,Restaurant View
E0026558,C002202,Order Complete
E0026559,C000476,Checkout
E0026560,C001283,Add To Cart
E0026561,C004545,Add To Cart
E0026562,C001007,App Open
E0026563,C003946,Restaurant View
E0026564,C000732,Restaurant View
E0026565,C001185,Order Complete
E0026566,C003190,Order Complete
E0026567,C003319,Restaurant View
E0026568,C004758,Checkout
E0026569,C001292,App Open
E0026570,C003647,App Open
E0026571,C004561,Menu View
E0026572,C001064,Checkout
E0026573,C004234,Add To Cart
E0026574,C000361,Order Complete
E0026575,C000240,Add To Cart
E0026576,C002160,Checkout
E0026577,C004328,App Open
E0026578,C003023,Checkout
E0026579,C003883,Add To Cart
E0026580,C004469,Checkout
E0026581,C000250,App Open
E0026582,C002207,Menu View
E0026583,C001621,Restaurant View
E0026584,C001337,Menu View
E0026585,C004856,Order Complete
E0026586,C002639,Restaurant View
E0026587,C002218,Restaurant View
E0026588,C000738,Order Complete
E0026589,C003557,Menu View
E0026590,C001935,App Open
E0026591,C001123,Add To Cart
E0026592,C003006,Menu View
E0026593,C002128,Restaurant View
E0026594,C002756,Menu View
E0026595,C004841,Add To Cart
E0026596,C002659,Menu View
E0026597,C001915,Add To Cart
E0026598,C003637,Checkout
E0026599,C004023,App Open
E0026600,C000795,Add To Cart
E0026601,C001357,App Open
E0026602,C001125,Menu View
E0026603,C002637,Order Complete
E0026604,C000598,Add To Cart
E0026605,C002736,Menu View
E0026606,C000494,Add To Cart
E0026607,C001560,Checkout
E0026608,C000874,Restaurant View
E0026609,C004919,Add To Cart
E0026610,C004904,Checkout
E0026611,C003948,Checkout
E0026612,C001394,Menu View
E0026613,C003312,Checkout
E0026614,C003434,Menu View
E0026615,C004458,Add To Cart
E0026616,C000017,App Open
E0026617,C004787,Menu View
E0026618,C001408,Menu View
E0026619,C002208,Menu View
E0026620,C004911,Add To Cart
E0026621,C001985,Order Complete
E0026622,C003569,Menu View
E0026623,C000483,Restaurant View
E0026624,C001568,Menu View
E0026625,C004212,Checkout
E0026626,C004401,Restaurant View
E0026627,C004918,Checkout
E0026628,C003148,Add To Cart
E0026629,C003121,Order Complete
E0026630,C003943,Restaurant View
E0026631,C003973,Restaurant View
E0026632,C001573,App Open
E0026633,C004226,Add To Cart
E0026634,C001692,Restaurant View
E0026635,C004039,Menu View
E0026636,C004778,Add To Cart
E0026637,C000463,App Open
E0026638,C001186,Checkout
E0026639,C002018,Add To Cart
E0026640,C000544,Order Complete
E0026641,C000950,Order Complete
E0026642,C004503,Menu View
E0026643,C004196,Menu View
E0026644,C000130,Restaurant View
E0026645,C003766,Checkout
E0026646,C004917,Add To Cart
E0026647,C001706,Restaurant View
E0026648,C003853,Menu View
E0026649,C002044,Order Complete
E0026650,C002773,Menu View
E0026651,C001171,Order Complete
E0026652,C000188,Menu View
E0026653,C002936,App Open
E0026654,C002714,Order Complete
E0026655,C004662,Checkout
E0026656,C001512,Checkout
E0026657,C003081,Restaurant View
E0026658,C004152,Checkout
E0026659,C000354,App Open
E0026660,C003484,Restaurant View
E0026661,C001927,Menu View
E0026662,C000632,Restaurant View
E0026663,C002094,Menu View
E0026664,C003097,Restaurant View
E0026665,C004687,Menu View
E0026666,C001187,Checkout
E0026667,C001871,App Open
E0026668,C002298,Menu View
E0026669,C003876,Order Complete
E0026670,C004598,Add To Cart
E0026671,C002449,Checkout
E0026672,C003868,Checkout
E0026673,C000986,Checkout
E0026674,C003494,Add To Cart
E0026675,C002504,App Open
E0026676,C000164,Order Complete
E0026677,C000269,App Open
E0026678,C003297,Add To Cart
E0026679,C003412,Menu View
E0026680,C002026,Menu View
E0026681,C000762,Order Complete
E0026682,C000401,Checkout
E0026683,C001579,App Open
E0026684,C001995,Restaurant View
E0026685,C001769,Menu View
E0026686,C003992,Checkout
E0026687,C000658,Checkout
E0026688,C003404,Menu View
E0026689,C001748,Checkout
E0026690,C003949,App Open
E0026691,C004349,Checkout
E0026692,C001974,App Open
E0026693,C001793,Checkout
E0026694,C000889,Add To Cart
E0026695,C002881,App Open
E0026696,C003404,Order Complete
E0026697,C001807,Checkout
E0026698,C004358,Order Complete
E0026699,C001643,App Open
E0026700,C001765,Add To Cart
E0026701,C001465,Add To Cart
E0026702,C004275,Order Complete
E0026703,C001036,Menu View
E0026704,C003492,Add To Cart
E0026705,C004841,App Open
E0026706,C000997,Order Complete
E0026707,C001213,Order Complete
E0026708,C002321,App Open
E0026709,C001864,App Open
E0026710,C002690,App Open
E0026711,C001970,Menu View
E0026712,C003882,Restaurant View
E0026713,C004008,App Open
E0026714,C004121,Checkout
E0026715,C000889,Checkout
E0026716,C003819,Add To Cart
E0026717,C000287,Add To Cart
E0026718,C003244,Restaurant View
E0026719,C001391,Add To Cart
E0026720,C001356,App Open
E0026721,C002264,Add To Cart
E0026722,C000259,Checkout
E0026723,C003586,Add To Cart
E0026724,C000738,Checkout
E0026725,C000629,Menu View
E0026726,C002535,Add To Cart
E0026727,C003892,Order Complete
E0026728,C001500,Menu View
E0026729,C000905,Menu View
E0026730,C000321,Restaurant View
E0026731,C002415,App Open
E0026732,C002561,Order Complete
E0026733,C000122,Restaurant View
E0026734,C002120,Order Complete
E0026735,C004170,App Open
E0026736,C000692,Add To Cart
E0026737,C000529,Restaurant View
E0026738,C002383,App Open
E0026739,C002505,Order Complete
E0026740,C000012,Order Complete
E0026741,C003266,Restaurant View
E0026742,C002781,Menu View
E0026743,C002939,Checkout
E0026744,C003073,Add To Cart
E0026745,C003222,Order Complete
E0026746,C003509,Checkout
E0026747,C002365,Restaurant View
E0026748,C003156,App Open
E0026749,C001207,App Open
E0026750,C001275,Order Complete
E0026751,C003247,Order Complete
E0026752,C001491,Add To Cart
E0026753,C004348,Order Complete
E0026754,C004480,App Open
E0026755,C003296,App Open
E0026756,C001438,Order Complete
E0026757,C003168,Checkout
E0026758,C003956,Add To Cart
E0026759,C000742,Menu View
E0026760,C004921,Order Complete
E0026761,C002536,Add To Cart
E0026762,C001211,Checkout
E0026763,C001352,Menu View
E0026764,C000682,Menu View
E0026765,C000675,Checkout
E0026766,C000160,Menu View
E0026767,C000241,Menu View
E0026768,C001122,Checkout
E0026769,C001910,Menu View
E0026770,C000112,Menu View
E0026771,C002987,Restaurant View
E0026772,C000684,App Open
E0026773,C003885,Add To Cart
E0026774,C002346,App Open
E0026775,C004723,Order Complete
E0026776,C000055,Menu View
E0026777,C000041,Add To Cart
E0026778,C003529,Order Complete
E0026779,C004169,App Open
E0026780,C003270,Add To Cart
E0026781,C003749,Add To Cart
E0026782,C003977,Restaurant View
E0026783,C001360,Order Complete
E0026784,C000876,Restaurant View
E0026785,C002432,Checkout
E0026786,C001928,Add To Cart
E0026787,C004280,Menu View
E0026788,C001030,Restaurant View
E0026789,C000215,Restaurant View
E0026790,C001872,Menu View
E0026791,C003799,Order Complete
E0026792,C003444,Menu View
E0026793,C002792,Restaurant View
E0026794,C002574,Add To Cart
E0026795,C004380,Add To Cart
E0026796,C000895,App Open
E0026797,C004054,Checkout
E0026798,C000590,Restaurant View
E0026799,C002874,Checkout
E0026800,C003767,Checkout
E0026801,C003709,Restaurant View
E0026802,C001502,App Open
E0026803,C004564,Order Complete
E0026804,C001987,Add To Cart
E0026805,C003340,App Open
E0026806,C004704,Restaurant View
E0026807,C004391,App Open
E0026808,C002866,Menu View
E0026809,C004191,App Open
E0026810,C002221,Menu View
E0026811,C001611,Restaurant View
E0026812,C000171,Order Complete
E0026813,C000945,Add To Cart
E0026814,C000498,Restaurant View
E0026815,C000122,Restaurant View
E0026816,C000359,Checkout
E0026817,C001989,Restaurant View
E0026818,C002081,Restaurant View
E0026819,C001141,Restaurant View
E0026820,C001381,Menu View
E0026821,C000572,Restaurant View
E0026822,C000874,App Open
E0026823,C001349,Checkout
E0026824,C001101,Menu View
E0026825,C002159,Checkout
E0026826,C004016,Checkout
E0026827,C000177,Restaurant View
E0026828,C001096,Order Complete
E0026829,C000247,Order Complete
E0026830,C002713,Checkout
E0026831,C003064,Checkout
E0026832,C001076,Order Complete
E0026833,C000119,Checkout
E0026834,C002886,Restaurant View
E0026835,C000887,App Open
E0026836,C003974,Add To Cart
E0026837,C003299,Menu View
E0026838,C004731,Checkout
E0026839,C001620,App Open
E0026840,C004672,Restaurant View
E0026841,C003241,Order Complete
E0026842,C000220,Add To Cart
E0026843,C003262,Add To Cart
E0026844,C002750,Checkout
E0026845,C003398,Restaurant View
E0026846,C004076,App Open
E0026847,C004335,Restaurant View
E0026848,C004407,Order Complete
E0026849,C003704,Checkout
E0026850,C002342,App Open
E0026851,C002199,Order Complete
E0026852,C000403,Checkout
E0026853,C000742,Order Complete
E0026854,C000845,Restaurant View
E0026855,C003399,Order Complete
E0026856,C004085,Checkout
E0026857,C004653,Checkout
E0026858,C001034,Checkout
E0026859,C004724,Restaurant View
E0026860,C003925,Checkout
E0026861,C004353,Add To Cart
E0026862,C002529,Restaurant View
E0026863,C003153,Order Complete
E0026864,C003995,App Open
E0026865,C004434,Checkout
E0026866,C003955,Order Complete
E0026867,C004036,Add To Cart
E0026868,C002139,Checkout
E0026869,C001393,Checkout
E0026870,C001049,Menu View
E0026871,C000989,Checkout
E0026872,C004975,App Open
E0026873,C003124,Restaurant View
E0026874,C003124,Menu View
E0026875,C001551,Restaurant View
E0026876,C003251,Add To Cart
E0026877,C004975,Add To Cart
E0026878,C003893,Checkout
E0026879,C002373,Add To Cart
E0026880,C003386,Restaurant View
E0026881,C003330,Checkout
E0026882,C004800,Add To Cart
E0026883,C001030,Restaurant View
E0026884,C001311,App Open
E0026885,C003879,App Open
E0026886,C004485,Menu View
E0026887,C001997,App Open
E0026888,C001646,Order Complete
E0026889,C000842,Menu View
E0026890,C004064,Restaurant View
E0026891,C001500,Checkout
E0026892,C001990,Restaurant View
E0026893,C000391,Menu View
E0026894,C004745,Add To Cart
E0026895,C004712,Menu View
E0026896,C002700,App Open
E0026897,C001069,Checkout
E0026898,C000897,Checkout
E0026899,C002623,Checkout
E0026900,C000788,Checkout
E0026901,C004717,App Open
E0026902,C003610,Add To Cart
E0026903,C003302,Order Complete
E0026904,C002185,Checkout
E0026905,C004726,Order Complete
E0026906,C001350,Restaurant View
E0026907,C003466,App Open
E0026908,C001592,App Open
E0026909,C004162,Checkout
E0026910,C003056,Restaurant View
E0026911,C000104,App Open
E0026912,C004337,Checkout
E0026913,C000938,Order Complete
E0026914,C003503,Order Complete
E0026915,C000208,Menu View
E0026916,C002304,Order Complete
E0026917,C002809,Checkout
E0026918,C000095,Order Complete
E0026919,C001354,Add To Cart
E0026920,C004115,Restaurant View
E0026921,C001946,App Open
E0026922,C004119,Order Complete
E0026923,C001899,Restaurant View
E0026924,C003159,Menu View
E0026925,C002780,Add To Cart
E0026926,C000496,Checkout
E0026927,C001285,Add To Cart
E0026928,C003713,App Open
E0026929,C001055,Menu View
E0026930,C001655,Order Complete
E0026931,C000995,Add To Cart
E0026932,C004194,Order Complete
E0026933,C001721,Menu View
E0026934,C003588,Checkout
E0026935,C001978,Order Complete
E0026936,C004157,Order Complete
E0026937,C003472,Checkout
E0026938,C003297,App Open
E0026939,C004665,Order Complete
E0026940,C000389,Checkout
E0026941,C004560,Checkout
E0026942,C003643,Order Complete
E0026943,C003964,App Open
E0026944,C002373,App Open
E0026945,C000521,Add To Cart
E0026946,C003966,Menu View
E0026947,C004042,App Open
E0026948,C001317,Menu View
E0026949,C000699,App Open
E0026950,C001285,Add To Cart
E0026951,C002048,Menu View
E0026952,C003131,App Open
E0026953,C002611,Restaurant View
E0026954,C004955,Restaurant View
E0026955,C004344,Order Complete
E0026956,C001719,Restaurant View
E0026957,C000714,Checkout
E0026958,C001863,App Open
E0026959,C001779,Checkout
E0026960,C003097,Add To Cart
E0026961,C003701,Checkout
E0026962,C002817,App Open
E0026963,C003585,Checkout
E0026964,C000667,Checkout
E0026965,C004112,Order Complete
E0026966,C001465,Order Complete
E0026967,C000548,Checkout
E0026968,C001666,Restaurant View
E0026969,C001905,Checkout
E0026970,C003615,Order Complete
E0026971,C003641,Checkout
E0026972,C002076,Menu View
E0026973,C002837,App Open
E0026974,C002592,App Open
E0026975,C002912,Checkout
E0026976,C000421,Add To Cart
E0026977,C003452,Order Complete
E0026978,C004852,Add To Cart
E0026979,C002650,Restaurant View
E0026980,C004029,App Open
E0026981,C000669,Checkout
E0026982,C002659,Checkout
E0026983,C001054,Order Complete
E0026984,C000154,App Open
E0026985,C003040,App Open
E0026986,C002750,Menu View
E0026987,C003452,Order Complete
E0026988,C003092,Order Complete
E0026989,C002637,Menu View
E0026990,C004667,Checkout
E0026991,C003737,Checkout
E0026992,C004914,App Open
E0026993,C000172,Add To Cart
