order_id,customer_id,restaurant_id,item_id,rider_id,order_datetime,quantity,order_amount,discount_amount,delivery_fee,final_amount,order_status
O0007925,C004359,R01138,M001549,D01289,2025-09-29 09:04:13,3,1203,46,47,1204,Delivered
O0007926,C002014,R01021,M001620,D01059,2026-01-23 19:37:10,2,614,16,59,657,Delivered
O0007927,C004502,R00848,M003310,D01011,2025-10-22 05:37:18,1,408,74,56,390,Delivered
O0007928,C003977,R01091,M004149,D00635,2026-05-31 02:36:11,2,826,23,55,858,Delivered
O0007929,C003398,R00848,M003853,D00098,2025-08-20 04:09:15,3,837,28,42,851,Delivered
O0007930,C000754,R00819,M001297,D01410,2026-04-09 02:31:26,2,590,37,31,584,Delivered
O0007931,C000810,R00844,M014390,D03519,2025-10-02 10:09:45,1,589,30,45,604,Delivered
O0007932,C000951,R00362,M010494,D03315,2025-10-25 16:51:02,2,716,37,27,706,Delivered
O0007933,C003987,R01114,M011718,D03045,2025-11-21 11:16:41,1,594,81,51,564,Delivered
O0007934,C000630,R01462,M012204,D02150,2025-11-08 19:30:49,4,2108,34,44,2118,Delivered
O0007935,C002187,R00867,M005211,D03843,2025-09-02 21:56:35,1,595,17,30,608,Delivered
O0007936,C002270,R00708,M014551,D00988,2026-01-20 21:39:59,2,660,38,21,643,Delivered
O0007937,C000309,R00599,M007695,D00064,2026-02-07 22:59:09,3,1686,68,42,1660,Delivered
O0007938,C001402,R00556,M010010,D03276,2025-07-22 02:02:13,1,477,33,32,476,Delivered
O0007939,C004170,R00864,M005795,D01348,2026-03-03 20:25:43,3,1011,43,58,1026,Delivered
O0007940,C004344,R01094,M009964,D00755,2025-07-01 05:03:03,3,1893,3,59,1949,Delivered
O0007941,C004767,R01402,M012700,D01567,2025-11-26 20:04:38,4,920,27,26,919,Delivered
O0007942,C000225,R00848,M012588,D01455,2025-12-04 23:12:47,4,1676,42,42,1676,Delivered
O0007943,C003248,R00240,M007773,D03480,2026-01-25 14:40:43,4,2644,70,54,2628,Delivered
O0007944,C000802,R00012,M011765,D03943,2025-09-30 08:54:10,1,488,67,40,461,Delivered
O0007945,C003794,R00246,M002148,D00284,2026-05-24 14:12:43,2,1224,65,23,1182,Delivered
O0007946,C002202,R00457,M003877,D01528,2026-01-18 12:16:23,3,552,18,34,568,Delivered
O0007947,C004443,R00240,M011697,D00147,2026-04-19 01:45:53,2,544,26,56,574,Delivered
O0007948,C002727,R01227,M010531,D02398,2025-06-23 07:18:54,1,459,19,52,492,Delivered
O0007949,C004415,R01239,M011823,D03509,2026-01-10 13:57:20,1,617,35,36,618,Delivered
O0007950,C000123,R00882,M004433,D01522,2026-05-31 04:14:58,4,684,41,39,682,Delivered
O0007951,C001865,R00875,M006563,D03031,2025-07-08 23:04:46,4,1720,18,50,1752,Delivered
O0007952,C002349,R00439,M006808,D00937,2026-02-06 11:46:00,1,172,33,24,163,Delivered
O0007953,C003170,R00551,M013257,D02714,2026-03-02 01:42:35,4,452,19,57,490,Delivered
O0007954,C000144,R00713,M011846,D01821,2026-03-29 11:10:58,2,1304,4,54,1354,Delivered
O0007955,C000880,R00789,M011984,D03356,2025-07-18 21:51:20,2,768,45,44,767,Delivered
O0007956,C002235,R01355,M000351,D02230,2026-04-11 19:42:29,3,783,54,26,755,Delivered
O0007957,C001647,R00851,M006577,D01468,2025-10-09 18:54:50,3,1002,18,38,1022,Delivered
O0007958,C004236,R00975,M000521,D03861,2025-12-24 17:36:56,3,897,87,40,850,Delivered
O0007959,C004019,R00278,M002606,D03915,2026-05-29 13:31:21,4,932,42,49,939,Delivered
O0007960,C001274,R00261,M009638,D01354,2025-10-03 07:32:01,3,645,23,48,670,Delivered
O0007961,C002688,R00957,M012720,D01604,2026-06-17 03:15:21,4,1848,44,21,1825,Delivered
O0007962,C003476,R01126,M014518,D02010,2026-04-25 19:35:13,1,617,41,59,635,Delivered
O0007963,C002718,R00342,M004066,D03336,2025-10-25 10:42:09,2,690,11,32,711,Delivered
O0007964,C004714,R00531,M010938,D00786,2026-01-27 01:50:30,2,666,29,34,671,Delivered
O0007965,C004320,R00691,M013717,D03737,2026-05-16 05:05:29,2,1382,85,40,1337,Delivered
O0007966,C003208,R01237,M005026,D00409,2025-06-24 17:59:06,1,308,58,40,290,Delivered
O0007967,C004392,R00572,M008614,D03326,2026-02-03 21:41:03,3,1185,74,30,1141,Delivered
O0007968,C002382,R01246,M000825,D00889,2026-03-14 02:29:11,1,685,15,30,700,Delivered
O0007969,C002658,R00815,M002203,D03067,2026-05-04 00:18:38,4,1176,47,48,1177,Delivered
O0007970,C002868,R00964,M013739,D01631,2026-04-19 09:57:19,1,296,75,23,244,Delivered
O0007971,C001324,R00351,M014753,D00626,2025-09-22 05:17:02,4,1484,38,47,1493,Delivered
O0007972,C000344,R01216,M000646,D02391,2026-03-24 20:32:54,3,1716,43,25,1698,Delivered
O0007973,C000656,R00232,M008847,D01428,2026-03-25 19:46:07,3,1344,6,32,1370,Delivered
O0007974,C003568,R00916,M003321,D00805,2025-11-27 10:58:21,4,1904,28,31,1907,Delivered
O0007975,C001525,R01187,M012056,D00760,2026-02-27 01:54:33,2,936,28,41,949,Delivered
O0007976,C000128,R00892,M006634,D03136,2025-11-08 13:17:52,3,663,52,43,654,Delivered
O0007977,C002710,R00251,M004642,D03835,2025-10-26 14:16:07,2,456,65,27,418,Delivered
O0007978,C002925,R01084,M004789,D01213,2026-05-28 00:53:22,1,390,51,47,386,Delivered
O0007979,C001920,R00978,M014606,D03870,2026-05-26 16:02:23,3,1914,38,29,1905,Delivered
O0007980,C000546,R01219,M003533,D00340,2025-12-27 11:50:57,4,1536,99,51,1488,Delivered
O0007981,C003235,R00203,M005328,D02940,2025-07-17 02:39:18,3,2040,38,30,2032,Delivered
O0007982,C004275,R00731,M014163,D02527,2025-08-25 12:31:14,3,918,52,37,903,Delivered
O0007983,C001831,R00246,M004468,D02554,2026-05-26 20:22:35,4,1044,37,58,1065,Delivered
O0007984,C003829,R00277,M006271,D01563,2025-11-25 23:19:35,3,1380,48,31,1363,Delivered
O0007985,C000768,R00179,M000558,D02580,2026-02-02 17:50:15,4,1712,48,43,1707,Delivered
O0007986,C000623,R01485,M010476,D02150,2025-12-22 18:56:25,1,469,33,47,483,Delivered
O0007987,C002904,R00393,M004471,D03448,2026-01-06 21:18:37,4,1004,16,55,1043,Delivered
O0007988,C003528,R00497,M002859,D00192,2025-09-14 07:48:20,4,2256,96,41,2201,Delivered
O0007989,C001229,R01471,M002194,D00680,2025-08-26 00:03:09,1,299,39,50,310,Delivered
O0007990,C003280,R00450,M000997,D02725,2026-03-29 19:50:45,1,592,60,53,585,Delivered
O0007991,C001252,R00999,M005205,D02506,2025-11-23 11:25:25,3,2073,19,55,2109,Delivered
O0007992,C000808,R00491,M001895,D01368,2025-07-29 02:53:56,2,998,14,47,1031,Delivered
O0007993,C001069,R00646,M014403,D01668,2025-09-16 02:08:11,3,1107,10,52,1149,Delivered
O0007994,C001035,R00471,M012265,D02535,2025-08-03 02:06:19,1,529,52,51,528,Delivered
O0007995,C002643,R01101,M013159,D03875,2025-06-30 11:38:50,1,556,79,21,498,Delivered
O0007996,C003332,R00464,M000602,D02295,2025-09-08 23:10:23,1,687,62,52,677,Delivered
O0007997,C004898,R00099,M001545,D03345,2025-10-04 06:36:09,2,682,36,58,704,Delivered
O0007998,C000946,R01376,M012595,D01155,2026-02-03 19:08:13,3,687,18,44,713,Delivered
O0007999,C000833,R01417,M008230,D00472,2026-02-17 02:25:45,2,384,25,56,415,Delivered
O0008000,C003685,R00792,M003928,D01784,2026-03-12 12:13:09,1,142,54,40,128,Delivered
O0008001,C004946,R00575,M008335,D00380,2026-06-14 13:42:30,1,90,60,59,89,Delivered
O0008002,C000675,R00663,M001241,D01374,2025-12-02 11:06:44,1,648,48,32,632,Delivered
O0008003,C002899,R00013,M013308,D00281,2026-05-03 20:48:40,1,200,28,50,222,Delivered
O0008004,C002215,R00332,M004072,D02816,2025-10-05 23:36:20,4,1500,58,35,1477,Delivered
O0008005,C003970,R00906,M013756,D03040,2025-09-10 06:52:07,3,1242,78,37,1201,Delivered
O0008006,C002980,R01459,M012822,D03258,2025-10-25 22:39:48,2,756,65,48,739,Delivered
O0008007,C004058,R01498,M006568,D02486,2026-05-14 06:35:14,1,156,41,60,175,Delivered
O0008008,C004971,R00487,M004948,D02375,2026-05-26 12:55:00,3,1017,48,60,1029,Delivered
O0008009,C000441,R00513,M007425,D02815,2025-10-06 10:48:00,4,1160,40,48,1168,Delivered
O0008010,C003216,R00025,M000147,D03098,2026-06-17 06:28:31,3,273,73,42,242,Delivered
O0008011,C000790,R01287,M011830,D01405,2025-07-07 07:51:07,3,1023,43,46,1026,Delivered
O0008012,C003962,R00911,M000176,D00504,2026-05-29 04:41:25,3,582,30,56,608,Delivered
O0008013,C003386,R00955,M012629,D00739,2025-06-25 06:39:40,3,1590,18,21,1593,Delivered
O0008014,C000116,R01432,M009469,D02985,2026-04-04 04:08:32,4,1704,37,37,1704,Delivered
O0008015,C003006,R01167,M011941,D02557,2025-11-16 16:57:36,4,1856,26,47,1877,Delivered
O0008016,C003105,R00810,M006201,D03375,2026-05-16 23:37:11,2,968,9,52,1011,Delivered
O0008017,C001975,R00330,M006355,D02382,2025-07-19 10:19:55,4,1420,78,20,1362,Delivered
O0008018,C002645,R00516,M012858,D00943,2025-08-18 00:47:09,2,944,94,48,898,Delivered
O0008019,C004249,R00581,M005397,D02937,2026-04-06 20:27:25,3,1380,92,52,1340,Delivered
O0008020,C000185,R01168,M000851,D02825,2026-05-05 04:39:15,3,1050,67,32,1015,Delivered
O0008021,C003297,R01319,M012985,D00286,2026-05-01 20:57:00,1,520,33,31,518,Delivered
O0008022,C003624,R01328,M014210,D01767,2026-02-06 00:41:18,2,198,12,23,209,Delivered
O0008023,C003851,R00787,M000750,D01960,2025-12-07 22:33:16,2,1374,64,37,1347,Delivered
O0008024,C003768,R00574,M012986,D02656,2025-07-28 01:28:23,3,1584,48,51,1587,Delivered
O0008025,C004360,R01480,M005299,D02363,2025-06-20 03:59:39,3,1302,24,33,1311,Delivered
O0008026,C002941,R00285,M014691,D01201,2026-01-31 08:18:37,2,404,70,55,389,Delivered
O0008027,C002150,R00272,M010914,D02199,2025-11-18 05:01:33,1,587,69,50,568,Delivered
O0008028,C004459,R01018,M005991,D02173,2026-05-15 17:40:03,2,752,26,45,771,Delivered
O0008029,C000116,R00212,M008574,D03868,2026-06-12 18:02:47,2,514,51,30,493,Delivered
O0008030,C004638,R00516,M012858,D03167,2026-05-20 21:22:25,2,944,19,45,970,Delivered
O0008031,C004640,R01352,M003218,D03010,2025-09-09 06:39:23,2,1206,48,29,1187,Delivered
O0008032,C000751,R00995,M011610,D03279,2026-02-10 00:04:54,1,245,49,23,219,Delivered
O0008033,C002038,R01292,M001714,D03925,2026-05-03 03:20:14,4,2508,34,46,2520,Delivered
O0008034,C004448,R00328,M014825,D03477,2026-02-27 08:54:06,3,1839,0,40,1879,Delivered
O0008035,C004457,R01271,M013947,D01263,2025-11-18 09:35:25,4,464,24,33,473,Delivered
O0008036,C000620,R00182,M000557,D01187,2026-06-06 00:52:30,4,1740,49,23,1714,Delivered
O0008037,C000084,R00666,M004996,D00106,2026-01-25 13:12:01,1,243,20,20,243,Delivered
O0008038,C000185,R00029,M013339,D00329,2025-07-21 04:15:23,3,1029,69,24,984,Delivered
O0008039,C000227,R00976,M000100,D02961,2025-12-03 14:20:09,3,1764,43,58,1779,Delivered
O0008040,C002019,R00562,M000190,D01898,2025-10-20 08:58:40,1,662,28,38,672,Delivered
O0008041,C000702,R00982,M009026,D02403,2026-02-04 05:26:46,4,1460,34,49,1475,Delivered
O0008042,C000527,R01375,M009358,D01687,2026-05-24 23:14:30,2,940,48,25,917,Delivered
O0008043,C004281,R00277,M005131,D01797,2025-06-30 06:02:32,1,565,68,33,530,Delivered
O0008044,C002598,R00292,M005482,D02647,2025-08-11 05:34:03,3,1377,45,26,1358,Delivered
O0008045,C004198,R01346,M009390,D03219,2025-07-02 10:31:44,1,630,99,41,572,Delivered
O0008046,C001934,R01014,M001804,D00859,2026-04-14 13:00:03,3,1194,49,27,1172,Delivered
O0008047,C002058,R00053,M001005,D00045,2025-08-23 07:14:33,2,780,30,38,788,Delivered
O0008048,C002732,R00851,M008703,D03528,2026-03-25 19:55:19,2,1380,58,21,1343,Delivered
O0008049,C003015,R00731,M012426,D00101,2025-09-09 05:28:55,2,1116,29,46,1133,Delivered
O0008050,C000523,R00373,M005518,D01761,2025-07-13 09:20:11,4,1748,51,33,1730,Delivered
O0008051,C000144,R01308,M001633,D01563,2025-11-05 00:58:16,1,549,41,55,563,Delivered
O0008052,C002717,R01367,M006821,D00317,2025-10-02 06:33:11,3,1335,96,34,1273,Delivered
O0008053,C000074,R00899,M000970,D03300,2025-07-26 06:26:29,1,561,10,42,593,Delivered
O0008054,C002626,R00422,M010018,D01827,2025-12-27 17:37:19,2,692,43,53,702,Delivered
O0008055,C002397,R01361,M002141,D00922,2026-04-28 03:17:11,3,1566,45,26,1547,Delivered
O0008056,C004756,R00295,M010590,D03027,2025-08-12 20:18:08,4,1120,80,28,1068,Delivered
O0008057,C003740,R01430,M003135,D03787,2025-12-03 07:42:16,2,390,32,30,388,Delivered
O0008058,C004232,R01136,M002405,D03598,2026-04-22 13:00:38,4,2364,57,55,2362,Delivered
O0008059,C004389,R00332,M010235,D01718,2026-02-18 00:54:43,3,1377,51,35,1361,Delivered
O0008060,C003233,R01094,M009964,D02853,2025-07-12 20:21:40,4,2524,99,22,2447,Cancelled
O0008061,C004423,R00849,M014146,D02079,2026-03-27 21:20:42,4,400,68,53,385,Delivered
O0008062,C003402,R00609,M002453,D02082,2025-06-23 11:43:06,4,1212,17,44,1239,Delivered
O0008063,C001298,R00259,M010207,D00082,2025-11-08 05:18:42,2,452,68,57,441,Delivered
O0008064,C000147,R00688,M002328,D01984,2025-11-23 09:38:09,4,1124,17,52,1159,Delivered
O0008065,C003926,R00225,M001835,D02504,2025-10-23 16:20:37,4,1388,18,47,1417,Delivered
O0008066,C001808,R00136,M003378,D03639,2026-06-16 13:52:44,3,1188,87,41,1142,Delivered
O0008067,C003444,R01497,M004178,D01895,2025-12-28 08:03:09,1,567,26,57,598,Delivered
O0008068,C004584,R00807,M005239,D02761,2026-03-31 19:24:09,3,825,37,40,828,Delivered
O0008069,C004096,R00815,M014343,D01717,2026-03-21 01:16:43,2,1286,75,51,1262,Delivered
O0008070,C002687,R01440,M005556,D01950,2026-01-20 01:46:56,4,832,32,49,849,Delivered
O0008071,C004403,R00578,M001538,D01348,2025-07-03 02:43:35,2,432,2,52,482,Delivered
O0008072,C000319,R00720,M002518,D03256,2025-11-26 01:42:02,4,1328,41,43,1330,Delivered
O0008073,C000372,R00549,M009354,D01004,2026-05-05 13:11:57,2,892,7,30,915,Delivered
O0008074,C004136,R00630,M014711,D00446,2025-08-01 21:49:26,1,371,63,50,358,Cancelled
O0008075,C000607,R00776,M002498,D03810,2025-11-10 09:44:30,1,637,34,60,663,Delivered
O0008076,C004960,R00651,M011677,D01933,2025-10-04 00:41:21,2,948,7,41,982,Delivered
O0008077,C002288,R00081,M002954,D00607,2025-11-11 21:28:12,2,660,100,24,584,Delivered
O0008078,C001049,R01062,M005281,D03144,2025-10-17 11:30:03,3,1437,66,41,1412,Delivered
O0008079,C004225,R01443,M013456,D03649,2026-03-30 03:30:37,3,489,50,56,495,Delivered
O0008080,C000632,R00644,M008981,D00217,2025-09-05 04:36:53,4,540,40,47,547,Delivered
O0008081,C001206,R00411,M003386,D00281,2026-02-20 01:29:29,1,408,37,48,419,Delivered
O0008082,C004090,R00836,M007017,D01251,2026-02-21 21:18:02,1,541,75,53,519,Delivered
O0008083,C003621,R01322,M009938,D02384,2025-09-07 20:18:09,4,2200,33,47,2214,Delivered
O0008084,C001325,R00346,M002687,D00537,2025-07-31 11:00:44,2,546,43,52,555,Delivered
O0008085,C004438,R01003,M000048,D02025,2025-08-29 16:45:58,1,195,29,57,223,Delivered
O0008086,C004042,R00817,M000529,D00933,2026-03-12 03:27:39,1,289,43,45,291,Delivered
O0008087,C001221,R01435,M002449,D01023,2026-03-10 08:56:33,4,2608,63,60,2605,Delivered
O0008088,C001814,R00315,M004400,D00538,2026-03-31 23:34:43,2,744,74,34,704,Delivered
O0008089,C003597,R01053,M003441,D00286,2026-01-12 10:21:20,1,391,84,47,354,Delivered
O0008090,C004016,R00604,M004975,D03409,2026-03-21 17:58:58,1,114,49,29,94,Delivered
O0008091,C001994,R00755,M008449,D03745,2025-09-12 20:52:57,4,2480,23,31,2488,Delivered
O0008092,C003021,R01206,M009397,D01780,2026-05-23 18:30:53,4,1276,39,28,1265,Delivered
O0008093,C000193,R01164,M002200,D03940,2025-12-07 14:52:36,3,519,48,33,504,Delivered
O0008094,C000492,R00663,M013824,D01507,2026-06-16 13:37:40,3,585,25,60,620,Delivered
O0008095,C000954,R00046,M006168,D03475,2025-09-09 21:35:52,1,511,14,20,517,Delivered
O0008096,C001284,R00397,M012999,D00280,2025-12-09 13:46:54,2,164,76,22,110,Delivered
O0008097,C000526,R00860,M002127,D00303,2026-01-24 01:02:01,3,1203,33,24,1194,Cancelled
O0008098,C000261,R00248,M004099,D01230,2025-08-08 05:32:21,2,672,83,45,634,Delivered
O0008099,C002714,R00627,M010610,D01686,2026-04-29 20:49:08,4,520,44,42,518,Delivered
O0008100,C000196,R01295,M006762,D01075,2025-09-15 07:21:04,4,1260,32,48,1276,Delivered
O0008101,C004676,R00475,M014958,D02264,2025-11-05 17:01:17,3,1572,18,30,1584,Delivered
O0008102,C002185,R01150,M003472,D01549,2026-02-25 11:31:39,4,2084,21,25,2088,Delivered
O0008103,C003878,R01046,M004808,D01894,2026-06-11 01:25:00,4,1244,28,45,1261,Delivered
O0008104,C004489,R00569,M009873,D02976,2025-12-25 13:53:39,2,1282,55,37,1264,Delivered
O0008105,C002916,R00815,M007640,D01237,2026-04-10 20:24:49,4,1556,29,60,1587,Delivered
O0008106,C004927,R00360,M007587,D02696,2025-12-18 08:42:22,1,306,52,49,303,Delivered
O0008107,C001739,R00204,M008453,D00553,2026-04-26 07:10:22,1,198,7,23,214,Delivered
O0008108,C004556,R01167,M006100,D01814,2026-01-03 01:31:49,4,1076,17,20,1079,Delivered
O0008109,C000279,R00831,M012796,D00033,2025-07-17 09:26:58,4,2516,31,41,2526,Delivered
O0008110,C002921,R00881,M007311,D00211,2025-12-14 08:32:07,3,246,63,57,240,Delivered
O0008111,C003844,R01474,M003247,D01270,2026-05-05 15:23:11,4,1772,75,51,1748,Delivered
O0008112,C002005,R01099,M008875,D03231,2025-09-03 21:47:50,2,196,24,45,217,Delivered
O0008113,C000591,R01132,M005872,D03859,2025-07-07 11:46:05,3,999,31,29,997,Delivered
O0008114,C000081,R01029,M003067,D01555,2026-03-17 15:54:42,1,339,12,58,385,Delivered
O0008115,C000856,R00717,M010336,D01243,2026-04-11 03:50:19,4,1108,74,32,1066,Delivered
O0008116,C002249,R00951,M005758,D02860,2026-03-28 20:25:50,2,520,77,37,480,Delivered
O0008117,C002363,R00226,M003240,D02356,2025-08-31 02:17:00,1,320,28,45,337,Delivered
O0008118,C004835,R01348,M011742,D03573,2026-05-21 20:56:14,3,288,68,20,240,Delivered
O0008119,C000900,R01442,M002080,D03800,2026-06-04 02:44:54,2,1134,21,58,1171,Delivered
O0008120,C001072,R01358,M003693,D01468,2026-02-02 03:07:04,1,648,14,27,661,Delivered
O0008121,C004416,R01323,M005279,D03858,2025-11-27 17:09:58,1,575,60,26,541,Delivered
O0008122,C000821,R00226,M003240,D03298,2026-02-11 15:25:15,3,960,93,58,925,Delivered
O0008123,C002274,R00749,M009257,D03659,2026-04-19 20:55:08,1,116,49,60,127,Delivered
O0008124,C001465,R01163,M003531,D02551,2026-05-25 08:30:54,3,852,67,26,811,Delivered
O0008125,C003148,R00632,M011579,D01331,2025-09-06 13:11:01,3,759,40,60,779,Delivered
O0008126,C003352,R01420,M008798,D00902,2026-06-04 22:41:45,3,825,65,30,790,Delivered
O0008127,C002393,R00117,M008872,D02700,2026-05-23 12:30:44,2,996,0,29,1025,Delivered
O0008128,C004233,R00012,M000890,D01840,2025-08-20 12:41:52,2,1266,59,46,1253,Delivered
O0008129,C004040,R00496,M001870,D03404,2026-06-04 08:27:59,2,528,21,20,527,Delivered
O0008130,C000893,R00473,M003477,D00963,2025-08-21 03:33:55,4,1952,4,50,1998,Delivered
O0008131,C001408,R01198,M004839,D01780,2025-09-27 14:17:10,2,1006,48,39,997,Delivered
O0008132,C001711,R00023,M011353,D02878,2026-01-06 23:09:53,2,912,43,20,889,Delivered
O0008133,C003170,R00950,M004898,D01062,2026-05-31 06:43:16,3,501,27,44,518,Delivered
O0008134,C001275,R01267,M012187,D01449,2026-03-26 09:55:56,2,1204,6,21,1219,Delivered
O0008135,C002587,R01006,M010057,D01857,2025-11-19 20:03:11,1,642,58,35,619,Delivered
O0008136,C001280,R00842,M007096,D03699,2026-05-05 08:23:29,2,546,51,42,537,Delivered
O0008137,C002586,R00350,M008866,D02455,2026-06-14 01:15:56,1,228,75,48,201,Delivered
O0008138,C001632,R00644,M006779,D00543,2025-09-08 01:10:34,1,316,15,56,357,Delivered
O0008139,C001796,R00963,M001982,D01674,2026-04-02 23:16:31,3,1614,52,38,1600,Delivered
O0008140,C003861,R00940,M006097,D00032,2025-08-05 03:41:39,1,264,80,55,239,Delivered
O0008141,C002377,R01335,M009845,D03848,2025-10-19 07:47:50,1,474,16,57,515,Delivered
O0008142,C000177,R00485,M003061,D02501,2025-11-15 08:04:06,3,1161,60,44,1145,Delivered
O0008143,C003555,R00152,M007762,D00861,2026-02-21 10:47:41,1,574,35,35,574,Delivered
O0008144,C002005,R01119,M002235,D01495,2025-07-12 13:56:06,4,1340,17,50,1373,Delivered
O0008145,C004022,R00263,M007959,D01606,2026-05-25 00:14:52,3,1554,22,29,1561,Delivered
O0008146,C003836,R01493,M012478,D00292,2025-10-07 03:19:33,4,1828,21,54,1861,Delivered
O0008147,C001386,R00420,M009670,D01984,2026-04-21 22:33:01,4,724,55,26,695,Delivered
O0008148,C001008,R00689,M010187,D03369,2025-10-30 09:51:19,1,528,56,21,493,Delivered
O0008149,C003005,R01311,M014858,D03520,2025-11-11 20:17:23,4,2084,63,43,2064,Delivered
O0008150,C000290,R00752,M003232,D00054,2025-06-30 07:36:22,3,1668,52,49,1665,Delivered
O0008151,C003821,R00358,M014535,D02005,2025-09-06 07:03:37,4,1284,95,23,1212,Delivered
O0008152,C002309,R01473,M008755,D03271,2026-01-14 02:09:43,2,726,78,60,708,Delivered
O0008153,C000051,R01349,M008491,D00609,2026-03-31 13:28:12,3,936,39,44,941,Delivered
O0008154,C000877,R01404,M005152,D03454,2025-11-14 08:13:33,4,2756,18,21,2759,Delivered
O0008155,C001164,R00659,M008635,D03364,2025-07-20 01:30:51,4,492,43,52,501,Delivered
O0008156,C002233,R00942,M000900,D02044,2026-04-30 07:17:59,3,1746,22,49,1773,Delivered
O0008157,C004981,R00455,M013975,D03709,2026-04-29 00:02:47,1,350,35,33,348,Delivered
O0008158,C002258,R01143,M006704,D02806,2026-05-05 11:09:17,2,1084,37,59,1106,Delivered
O0008159,C000563,R00825,M008061,D03380,2025-10-26 19:35:43,2,544,45,59,558,Delivered
O0008160,C004155,R00212,M007555,D01195,2026-02-21 14:14:34,4,1296,14,27,1309,Delivered
O0008161,C003909,R00045,M002083,D00712,2026-02-22 21:17:44,4,1100,48,32,1084,Delivered
O0008162,C000793,R01398,M012676,D02653,2026-02-04 12:13:57,2,258,16,51,293,Delivered
O0008163,C004983,R00094,M006377,D03387,2026-05-16 17:07:42,2,748,31,52,769,Delivered
O0008164,C003313,R00117,M014687,D03798,2026-04-02 12:49:05,4,768,58,33,743,Delivered
O0008165,C002825,R01345,M009660,D00883,2025-07-13 00:04:14,3,1107,49,37,1095,Delivered
O0008166,C001598,R00415,M013698,D00725,2026-01-12 16:53:48,2,1316,19,54,1351,Delivered
O0008167,C004920,R00711,M010141,D03159,2026-02-23 08:50:39,4,2564,40,37,2561,Delivered
O0008168,C001257,R00215,M010735,D03330,2026-01-15 19:22:53,3,870,47,54,877,Delivered
O0008169,C003620,R01202,M005529,D03470,2025-08-18 08:06:06,2,726,99,46,673,Cancelled
O0008170,C001954,R00150,M004009,D02350,2025-07-30 21:42:16,2,190,16,21,195,Delivered
O0008171,C003999,R00858,M000288,D02314,2025-07-12 11:58:05,4,868,43,28,853,Delivered
O0008172,C004522,R01133,M007045,D00410,2025-11-04 01:59:46,4,2160,13,42,2189,Delivered
O0008173,C002874,R01073,M001495,D00883,2025-12-16 21:07:02,3,1632,54,42,1620,Delivered
O0008174,C003915,R00044,M003735,D00132,2025-11-02 19:41:25,1,176,6,49,219,Delivered
O0008175,C002858,R01314,M003446,D02420,2025-10-11 23:15:34,3,642,10,47,679,Delivered
O0008176,C000049,R00714,M003372,D03512,2025-09-08 07:49:12,4,1184,22,50,1212,Delivered
O0008177,C004046,R01241,M013557,D03285,2025-09-22 15:58:41,4,1800,46,38,1792,Delivered
O0008178,C000418,R01109,M004435,D00855,2025-09-24 19:25:54,4,1608,34,42,1616,Delivered
O0008179,C002505,R01408,M002809,D03133,2026-05-30 22:58:14,2,962,47,37,952,Delivered
O0008180,C004278,R00539,M005760,D02116,2025-07-30 18:33:10,3,783,45,35,773,Delivered
O0008181,C003362,R00278,M012911,D03179,2025-12-09 19:12:01,3,1698,36,30,1692,Delivered
O0008182,C003502,R00347,M009165,D03949,2026-06-05 13:04:11,2,1210,62,36,1184,Delivered
O0008183,C004927,R00724,M007226,D00652,2025-11-11 05:25:29,4,2032,21,31,2042,Delivered
O0008184,C004338,R00378,M005218,D01494,2025-09-07 20:21:48,4,716,29,58,745,Delivered
O0008185,C002602,R00742,M006739,D02716,2025-12-23 02:59:27,4,2004,58,59,2005,Delivered
O0008186,C004863,R00120,M008235,D00950,2026-03-01 16:14:56,2,302,30,29,301,Delivered
O0008187,C000696,R00221,M011520,D03365,2026-01-02 09:57:51,4,452,46,30,436,Delivered
O0008188,C000322,R01471,M009943,D02517,2025-11-08 06:51:03,2,1312,14,51,1349,Delivered
O0008189,C004751,R01364,M008774,D00525,2025-11-07 19:13:09,2,1272,90,32,1214,Delivered
O0008190,C003412,R00186,M006626,D03808,2026-06-09 18:06:35,4,1756,42,45,1759,Delivered
O0008191,C000380,R00287,M014982,D03905,2025-11-13 06:37:47,4,1588,45,21,1564,Delivered
O0008192,C001759,R01260,M012770,D01898,2026-01-04 08:19:06,1,454,8,24,470,Delivered
O0008193,C002226,R00036,M001460,D00478,2026-04-12 20:31:07,4,1676,31,44,1689,Delivered
O0008194,C003645,R01001,M014182,D03616,2025-07-16 00:00:34,4,1448,34,26,1440,Delivered
O0008195,C003412,R00295,M014198,D00615,2026-02-07 23:34:49,1,400,47,42,395,Delivered
O0008196,C003638,R01182,M011112,D00747,2026-04-20 10:05:10,1,442,10,32,464,Delivered
O0008197,C004421,R00052,M006835,D01359,2025-11-20 05:47:45,2,1242,58,31,1215,Delivered
O0008198,C000999,R00859,M009954,D03700,2026-05-21 22:56:26,4,1332,40,45,1337,Delivered
O0008199,C003010,R00589,M003462,D03111,2025-10-17 21:46:17,4,1896,22,27,1901,Delivered
O0008200,C001353,R00236,M000280,D00889,2025-10-29 11:59:06,4,624,68,30,586,Delivered
O0008201,C003082,R00267,M009205,D00674,2025-09-18 13:34:11,4,1824,60,36,1800,Delivered
O0008202,C004714,R01267,M004625,D01198,2026-04-10 08:24:02,2,354,0,42,396,Delivered
O0008203,C004669,R01077,M000060,D02384,2026-05-26 23:48:48,2,456,0,24,480,Delivered
