review_id,order_id,customer_id,restaurant_rating,delivery_rating
RV0043781,O0043805,C004200,4,5
RV0031418,O0031432,C004785,5,5
RV0016680,O0016688,C004961,3,4
RV0016541,O0016549,C000158,3,4
RV0022938,O0022948,C001220,4,5
RV0012947,O0012954,C000881,4,4
RV0044529,O0044553,C000415,4,5
RV0013539,O0013546,C000076,4,4
RV0026150,O0026160,C000449,3,5
RV0023094,O0023104,C003248,4,4
RV0004988,O0004990,C000339,4,5
RV0034446,O0034462,C002561,4,4
RV0049346,O0049376,C003235,4,3
RV0043880,O0043904,C001969,5,5
RV0046483,O0046510,C000114,5,3
RV0033203,O0033218,C002159,3,4
RV0012896,O0012903,C002020,5,3
RV0007468,O0007472,C002167,3,5
RV0011208,O0011214,C001680,3,5
RV0015191,O0015199,C002612,3,3
RV0033500,O0033515,C004922,3,3
RV0014019,O0014027,C003979,3,5
RV0025483,O0025493,C001908,3,4
RV0002296,O0002297,C000079,4,4
RV0003831,O0003832,C004089,3,5
RV0033202,O0033217,C003474,3,3
RV0049587,O0049617,C001329,4,4
RV0018172,O0018182,C002130,5,5
RV0016358,O0016366,C002571,5,4
RV0032949,O0032964,C001032,4,3
RV0003434,O0003435,C004053,4,4
RV0014871,O0014879,C001145,5,3
RV0003077,O0003078,C004315,3,4
RV0001107,O0001108,C003597,3,4
RV0033762,O0033777,C003354,4,5
RV0026965,O0026976,C000918,4,5
RV0008248,O0008253,C002749,5,3
RV0024840,O0024850,C001638,5,4
RV0002146,O0002147,C000337,3,4
RV0013150,O0013157,C004956,3,3
RV0015529,O0015537,C003605,4,4
RV0014603,O0014611,C000781,5,5
RV0046750,O0046777,C004555,5,4
RV0026310,O0026320,C004893,4,5
RV0018119,O0018129,C001868,3,5
RV0033726,O0033741,C002520,5,4
RV0019808,O0019818,C004580,3,5
RV0032768,O0032783,C002425,4,3
RV0014471,O0014479,C002314,4,3
RV0006892,O0006895,C004688,5,3
RV0040413,O0040434,C003687,4,4
RV0013004,O0013011,C000227,5,4
RV0006522,O0006525,C003045,3,3
RV0049888,O0049918,C001662,5,3
RV0049104,O0049133,C004397,5,3
RV0040881,O0040903,C001382,5,4
RV0022060,O0022070,C000262,5,3
RV0005165,O0005167,C000098,5,4
RV0020713,O0020723,C003374,5,5
RV0001675,O0001676,C000955,5,5
RV0033330,O0033345,C002514,4,5
RV0004146,O0004147,C004500,5,4
RV0019421,O0019431,C003037,4,3
RV0018367,O0018377,C000582,5,3
RV0004707,O0004708,C001538,5,4
RV0002585,O0002586,C002813,4,4
RV0046513,O0046540,C003099,5,4
RV0043421,O0043445,C004256,5,4
RV0031572,O0031586,C001816,5,3
RV0031398,O0031412,C000044,4,3
RV0043239,O0043263,C004170,5,3
RV0046830,O0046857,C004048,3,3
RV0028458,O0028471,C000028,4,3
RV0047730,O0047758,C002411,4,5
RV0020983,O0020993,C000293,3,4
RV0037503,O0037521,C004211,4,5
RV0005931,O0005933,C002430,4,3
RV0025686,O0025696,C002274,5,3
RV0017995,O0018005,C000176,3,4
RV0038399,O0038417,C004431,5,5
RV0012051,O0012058,C003448,3,4
RV0024802,O0024812,C004914,5,5
RV0044937,O0044962,C004300,5,5
RV0029827,O0029840,C002676,3,5
RV0034097,O0034112,C002466,4,5
RV0005121,O0005123,C003671,5,5
RV0045090,O0045115,C004183,4,4
RV0002820,O0002821,C002732,4,4
RV0001034,O0001035,C001007,5,5
RV0000233,O0000234,C002286,4,5
RV0015975,O0015983,C003959,5,5
RV0047476,O0047504,C004244,4,3
RV0007530,O0007534,C004040,3,5
RV0016754,O0016762,C003672,4,4
RV0029650,O0029663,C004115,3,3
RV0011902,O0011909,C002442,3,4
RV0027481,O0027494,C001695,4,5
RV0001319,O0001320,C001756,4,5
RV0033338,O0033353,C000629,3,3
RV0046406,O0046433,C002633,5,5
RV0017598,O0017607,C004710,5,4
RV0037058,O0037076,C000333,3,4
RV0023573,O0023583,C002588,4,5
RV0038775,O0038794,C002178,4,5
RV0013997,O0014005,C000825,4,5
RV0030438,O0030451,C001334,3,3
RV0000756,O0000757,C003235,5,5
RV0006129,O0006131,C001891,4,5
RV0021245,O0021255,C002099,4,4
RV0021779,O0021789,C004463,3,3
RV0042047,O0042069,C004704,4,3
RV0017534,O0017543,C003058,4,4
RV0005042,O0005044,C001728,4,5
RV0028373,O0028386,C001189,3,5
RV0010743,O0010748,C000788,3,3
RV0049853,O0049883,C004457,3,4
RV0009253,O0009258,C001287,4,5
RV0035214,O0035230,C003028,4,4
RV0021735,O0021745,C004212,4,4
RV0039034,O0039053,C000243,5,3
RV0023090,O0023100,C001281,5,3
RV0006100,O0006102,C001893,5,5
RV0000811,O0000812,C002293,4,4
RV0025580,O0025590,C004471,5,3
RV0040422,O0040443,C003334,4,4
RV0013469,O0013476,C002553,3,5
RV0020018,O0020028,C000951,4,5
RV0042307,O0042329,C001884,4,5
RV0018461,O0018471,C003551,3,3
RV0013464,O0013471,C001143,4,5
RV0035232,O0035248,C003754,3,3
RV0005545,O0005547,C000219,4,3
RV0044134,O0044158,C002976,5,5
RV0002630,O0002631,C000827,5,5
RV0005653,O0005655,C004306,5,4
RV0039838,O0039859,C000734,4,4
RV0038912,O0038931,C003251,4,3
RV0001618,O0001619,C004659,3,5
RV0012208,O0012215,C002031,3,5
RV0045012,O0045037,C000858,5,4
RV0046544,O0046571,C002548,4,3
RV0015599,O0015607,C000863,4,4
RV0027767,O0027780,C004427,5,5
RV0023838,O0023848,C000936,5,4
RV0042721,O0042744,C001549,3,3
RV0045576,O0045601,C003824,4,4
RV0013645,O0013652,C004764,5,5
RV0007576,O0007580,C002543,3,4
RV0006888,O0006891,C002019,3,3
RV0036900,O0036918,C001493,5,4
RV0030018,O0030031,C003816,4,3
RV0004222,O0004223,C000922,5,5
RV0030490,O0030503,C002646,3,4
RV0031456,O0031470,C001818,3,5
RV0009125,O0009130,C003101,5,3
RV0015978,O0015986,C003423,4,4
RV0025125,O0025135,C004051,3,3
RV0018184,O0018194,C002761,5,3
RV0045782,O0045808,C001103,5,3
RV0037986,O0038004,C002015,5,5
RV0030042,O0030055,C003457,5,5
RV0047710,O0047738,C000114,3,3
RV0016647,O0016655,C002927,5,4
RV0019841,O0019851,C003325,5,3
RV0024825,O0024835,C001106,4,3
RV0044632,O0044657,C004844,5,4
RV0026735,O0026746,C001401,4,5
RV0031424,O0031438,C003706,3,4
RV0005936,O0005938,C004077,5,3
RV0037740,O0037758,C000112,4,5
RV0021599,O0021609,C002642,3,5
RV0047995,O0048023,C000421,3,5
RV0026593,O0026604,C000331,4,4
RV0031032,O0031046,C000245,3,3
RV0037832,O0037850,C000802,3,4
RV0028254,O0028267,C003723,5,3
RV0035955,O0035972,C004563,5,3
RV0029868,O0029881,C003671,4,4
RV0036026,O0036044,C001298,3,4
RV0049009,O0049037,C004713,3,4
RV0011192,O0011198,C000244,4,5
RV0003022,O0003023,C004114,4,5
RV0004110,O0004111,C000520,4,3
RV0049071,O0049099,C004099,4,4
RV0042290,O0042312,C004809,5,4
RV0042306,O0042328,C004741,5,4
RV0022048,O0022058,C000865,5,4
RV0005836,O0005838,C004263,5,4
RV0041815,O0041837,C000251,3,3
RV0037241,O0037259,C000492,5,3
RV0043481,O0043505,C001023,5,3
RV0017155,O0017163,C004343,3,3
RV0011667,O0011673,C004223,3,3
RV0006361,O0006363,C004995,3,3
RV0039594,O0039615,C002858,5,4
RV0009584,O0009589,C001610,5,5
RV0045588,O0045613,C000881,3,5
RV0016542,O0016550,C001029,4,5
RV0008510,O0008515,C002606,3,4
RV0009205,O0009210,C002284,5,5
RV0034708,O0034724,C000401,4,4
RV0014300,O0014308,C000830,4,4
RV0033051,O0033066,C002679,5,3
RV0025129,O0025139,C000236,4,5
RV0036072,O0036090,C004305,3,4
RV0010539,O0010544,C003841,4,5
RV0016765,O0016773,C003961,3,5
RV0013581,O0013588,C000556,3,4
RV0018577,O0018587,C003361,4,5
RV0003031,O0003032,C004585,3,3
RV0011026,O0011032,C004129,4,3
RV0045853,O0045879,C003140,3,4
RV0000116,O0000117,C001175,4,5
RV0009225,O0009230,C001040,3,4
RV0023249,O0023259,C001244,3,4
RV0018783,O0018793,C002901,4,3
RV0024521,O0024531,C002379,3,4
RV0003795,O0003796,C003359,5,5
RV0030309,O0030322,C002432,3,3
RV0045710,O0045735,C004692,4,3
RV0019145,O0019155,C000157,5,5
RV0024681,O0024691,C004538,4,4
RV0014159,O0014167,C001117,3,3
RV0011617,O0011623,C004729,4,5
RV0049148,O0049177,C002827,4,4
RV0026859,O0026870,C000690,5,3
RV0021255,O0021265,C000319,3,4
RV0043134,O0043158,C001183,4,4
RV0024564,O0024574,C004259,5,3
RV0041858,O0041880,C004714,4,3
RV0045903,O0045929,C002945,5,5
RV0038527,O0038546,C002503,5,4
RV0032880,O0032895,C002138,4,4
RV0046105,O0046131,C001373,4,3
RV0010153,O0010158,C003727,3,3
RV0022411,O0022421,C000295,5,3
RV0017900,O0017910,C002373,5,5
RV0015259,O0015267,C002245,5,4
RV0025882,O0025892,C003738,4,5
RV0015302,O0015310,C001420,3,3
RV0033239,O0033254,C002975,3,3
RV0033799,O0033814,C002707,4,5
RV0038770,O0038789,C004592,5,3
RV0000075,O0000076,C004531,5,3
RV0037469,O0037487,C001419,4,3
RV0036232,O0036250,C002566,4,5
RV0001124,O0001125,C002281,5,3
RV0021194,O0021204,C003430,4,3
RV0026506,O0026517,C003472,3,3
RV0027774,O0027787,C001446,5,4
RV0044873,O0044898,C003515,4,4
RV0039463,O0039484,C004377,4,4
RV0031859,O0031874,C002518,4,5
RV0036711,O0036729,C003275,4,3
RV0016000,O0016008,C003366,3,5
RV0017370,O0017379,C003902,5,4
RV0047220,O0047247,C003418,4,4
RV0010239,O0010244,C004342,4,5
RV0047992,O0048020,C001866,3,3
RV0040281,O0040302,C004846,4,5
RV0019485,O0019495,C004103,4,3
RV0023280,O0023290,C003336,3,5
RV0030882,O0030896,C000908,5,5
RV0027439,O0027452,C000807,4,3
RV0049393,O0049423,C000407,3,5
RV0023522,O0023532,C002362,3,3
RV0012104,O0012111,C003834,3,4
RV0039700,O0039721,C001958,5,4
RV0020333,O0020343,C003649,3,3
RV0002813,O0002814,C000296,5,5
RV0049741,O0049771,C003995,5,5
RV0002664,O0002665,C004045,5,4
RV0022825,O0022835,C003310,3,5
RV0037035,O0037053,C004667,4,5
RV0002952,O0002953,C005000,5,4
RV0029271,O0029284,C003094,4,4
RV0013293,O0013300,C001146,5,3
RV0036277,O0036295,C000367,5,4
RV0029249,O0029262,C002136,5,3
RV0020747,O0020757,C002191,3,4
RV0015418,O0015426,C000049,5,3
RV0042487,O0042510,C001464,3,5
RV0021069,O0021079,C002140,3,5
RV0010132,O0010137,C000531,4,4
RV0034623,O0034639,C002632,5,5
RV0005504,O0005506,C004543,4,3
RV0016214,O0016222,C001902,5,3
RV0047253,O0047281,C003732,3,3
RV0020487,O0020497,C003601,4,5
RV0041464,O0041486,C002863,4,4
RV0015083,O0015091,C000488,5,5
RV0026271,O0026281,C004133,5,3
RV0022041,O0022051,C000811,4,4
RV0037893,O0037911,C001528,5,3
RV0047615,O0047643,C001326,4,3
RV0026045,O0026055,C000468,5,3
RV0011709,O0011716,C001943,3,5
RV0038973,O0038992,C002567,5,4
RV0015774,O0015782,C003623,5,3
RV0029356,O0029369,C000089,5,5
RV0016178,O0016186,C000964,5,4
RV0000839,O0000840,C003404,5,4
RV0018786,O0018796,C003941,3,3
RV0011296,O0011302,C004238,3,5
RV0025610,O0025620,C002458,4,3
RV0025201,O0025211,C001228,3,4
RV0009170,O0009175,C000392,3,3
RV0049852,O0049882,C002541,4,4
RV0048736,O0048764,C002417,5,3
RV0008035,O0008040,C002019,5,3
RV0026607,O0026618,C003093,3,5
RV0022876,O0022886,C001247,3,5
RV0024238,O0024248,C003267,3,4
RV0016329,O0016337,C001514,4,5
RV0042179,O0042201,C000199,4,4
RV0024582,O0024592,C000260,3,5
RV0042749,O0042772,C004910,4,5
RV0011270,O0011276,C001351,5,5
RV0019679,O0019689,C004667,4,3
RV0002517,O0002518,C003512,3,4
RV0026480,O0026491,C003894,3,5
RV0037331,O0037349,C001237,5,4
RV0027483,O0027496,C004419,4,3
RV0021178,O0021188,C002700,4,4
RV0033969,O0033984,C004517,5,3
RV0001846,O0001847,C004339,3,4
RV0018476,O0018486,C000083,5,4
RV0045788,O0045814,C002422,3,4
RV0017117,O0017125,C003729,4,5
RV0041877,O0041899,C002847,4,5
RV0028322,O0028335,C004181,3,3
RV0030983,O0030997,C003760,4,3
RV0006095,O0006097,C000646,4,3
RV0021373,O0021383,C002478,3,3
RV0009301,O0009306,C003116,5,3
RV0003197,O0003198,C000010,3,4
RV0002865,O0002866,C004785,3,4
RV0018218,O0018228,C004586,5,3
RV0046485,O0046512,C000186,4,4
RV0039859,O0039880,C004789,5,5
RV0046817,O0046844,C001657,3,3
RV0001736,O0001737,C003806,4,5
RV0012387,O0012394,C002002,3,4
RV0008952,O0008957,C004841,4,4
RV0040410,O0040431,C002650,3,3
RV0015680,O0015688,C004246,3,3
RV0035394,O0035410,C000022,5,4
RV0026556,O0026567,C002284,5,4
RV0028818,O0028831,C002864,5,4
RV0017476,O0017485,C003404,5,3
RV0035430,O0035446,C000113,5,5
RV0014018,O0014026,C001990,5,4
RV0026216,O0026226,C003925,5,5
RV0034893,O0034909,C002616,4,5
RV0010533,O0010538,C004249,5,4
RV0001930,O0001931,C004104,5,4
RV0021090,O0021100,C000239,4,3
RV0001126,O0001127,C003935,4,3
RV0017277,O0017286,C000182,3,5
RV0008962,O0008967,C002801,5,3
RV0015709,O0015717,C001640,4,4
RV0036189,O0036207,C003861,5,5
RV0010474,O0010479,C003668,4,3
RV0028998,O0029011,C000077,5,3
RV0032029,O0032044,C001652,3,3
RV0013552,O0013559,C004140,5,3
RV0015075,O0015083,C004558,4,3
RV0002888,O0002889,C004896,3,5
RV0040127,O0040148,C002196,3,5
RV0025016,O0025026,C001248,4,3
RV0014565,O0014573,C003337,4,5
RV0036430,O0036448,C003890,3,5
RV0032108,O0032123,C001917,5,5
RV0033363,O0033378,C002326,5,4
RV0020029,O0020039,C002804,3,4
RV0045746,O0045772,C003745,4,3
RV0042656,O0042679,C004609,5,4
RV0008647,O0008652,C004258,4,4
RV0031350,O0031364,C004216,4,5
RV0023068,O0023078,C000717,4,5
RV0013614,O0013621,C003193,5,5
RV0036893,O0036911,C000660,4,5
RV0041170,O0041192,C000366,5,5
RV0016156,O0016164,C002602,3,3
RV0031344,O0031358,C004999,3,5
RV0034026,O0034041,C001654,4,3
RV0019822,O0019832,C004343,5,4
RV0032729,O0032744,C004242,3,4
RV0039853,O0039874,C000835,3,3
RV0046123,O0046149,C002533,4,3
RV0007298,O0007301,C001154,5,5
RV0018948,O0018958,C004004,4,4
RV0033786,O0033801,C001905,5,3
RV0015837,O0015845,C002106,4,3
RV0048270,O0048298,C001474,5,5
RV0046947,O0046974,C003989,5,4
RV0037423,O0037441,C002209,5,4
RV0031063,O0031077,C000546,5,4
RV0000061,O0000062,C003744,4,5
RV0041953,O0041975,C002704,3,3
RV0014580,O0014588,C001476,5,3
RV0017298,O0017307,C004219,5,4
RV0014938,O0014946,C002372,4,3
RV0037847,O0037865,C001767,5,3
RV0022137,O0022147,C001598,4,5
RV0028503,O0028516,C002970,3,5
RV0008940,O0008945,C003713,3,3
RV0001808,O0001809,C002243,3,4
RV0007027,O0007030,C002171,5,4
RV0017692,O0017701,C003116,4,4
RV0016297,O0016305,C002326,3,3
RV0029803,O0029816,C001972,5,4
RV0048167,O0048195,C000748,5,5
RV0041737,O0041759,C000335,3,5
RV0026952,O0026963,C003254,5,5
RV0038434,O0038452,C000533,5,5
RV0031677,O0031691,C002250,5,4
RV0017104,O0017112,C001839,4,3
RV0027271,O0027284,C003707,4,4
RV0003489,O0003490,C003799,4,5
RV0008279,O0008284,C002600,4,5
RV0041208,O0041230,C004606,4,3
RV0013268,O0013275,C002340,5,3
RV0023001,O0023011,C004696,3,5
RV0031689,O0031703,C003286,3,5
RV0025070,O0025080,C004862,5,4
RV0044743,O0044768,C004844,4,4
RV0015610,O0015618,C000237,5,4
RV0019345,O0019355,C000652,5,4
RV0008668,O0008673,C003053,3,4
RV0026591,O0026602,C002718,4,5
RV0035194,O0035210,C002229,3,3
RV0023392,O0023402,C002398,5,5
RV0016758,O0016766,C002795,3,5
RV0049510,O0049540,C000243,5,3
RV0044508,O0044532,C000166,3,5
RV0001572,O0001573,C000818,5,4
RV0026594,O0026605,C001581,5,5
RV0043714,O0043738,C000729,3,4
RV0026106,O0026116,C004074,4,4
RV0019130,O0019140,C003860,5,3
RV0009580,O0009585,C004991,4,3
RV0032630,O0032645,C002999,3,3
RV0000939,O0000940,C002076,5,3
RV0039551,O0039572,C003929,3,3
RV0040966,O0040988,C000051,5,5
RV0049282,O0049311,C001862,4,3
RV0021010,O0021020,C000841,5,4
RV0048087,O0048115,C001866,3,5
RV0044372,O0044396,C004850,5,4
RV0006113,O0006115,C003073,3,4
RV0041977,O0041999,C001891,3,3
RV0022822,O0022832,C002309,5,3
RV0046691,O0046718,C004708,3,4
RV0003460,O0003461,C002050,4,4
RV0049910,O0049940,C004424,3,5
RV0006807,O0006810,C001724,4,5
RV0049759,O0049789,C004571,3,5
RV0017871,O0017881,C000793,5,4
RV0028696,O0028709,C003890,5,5
RV0020340,O0020350,C001828,4,3
RV0041325,O0041347,C001894,4,5
RV0016801,O0016809,C004608,5,5
RV0014944,O0014952,C002006,5,5
RV0017247,O0017256,C004413,3,5
RV0028579,O0028592,C001002,5,4
RV0038236,O0038254,C002363,4,5
RV0035443,O0035459,C003691,4,5
RV0007201,O0007204,C004589,3,4
RV0003021,O0003022,C000298,5,4
RV0003220,O0003221,C004986,4,3
RV0027800,O0027813,C001065,5,4
RV0025424,O0025434,C003560,4,4
RV0000150,O0000151,C004925,4,5
RV0039229,O0039249,C001403,3,5
RV0018528,O0018538,C000145,4,3
RV0044875,O0044900,C002029,3,5
RV0018107,O0018117,C003476,3,4
RV0006354,O0006356,C003748,5,3
RV0004678,O0004679,C004188,5,5
RV0025249,O0025259,C000946,4,4
RV0021299,O0021309,C004288,5,4
RV0042846,O0042869,C003130,5,5
RV0022957,O0022967,C002254,3,4
RV0042807,O0042830,C004922,5,5
RV0023285,O0023295,C003200,3,4
RV0041099,O0041121,C000585,4,4
RV0017758,O0017767,C003939,5,5
RV0003929,O0003930,C000376,4,4
RV0046802,O0046829,C004328,5,3
RV0017664,O0017673,C003254,3,4
RV0003298,O0003299,C003219,5,5
RV0018555,O0018565,C001643,4,5
RV0043411,O0043435,C001200,5,4
RV0001489,O0001490,C004519,5,4
RV0047682,O0047710,C002218,4,5
RV0028422,O0028435,C001951,3,4
RV0026350,O0026360,C003696,4,5
RV0026587,O0026598,C002769,4,4
RV0021720,O0021730,C000354,3,5
RV0047696,O0047724,C004034,3,5
RV0008565,O0008570,C003397,4,4
RV0027508,O0027521,C000326,3,5
RV0038953,O0038972,C001735,3,5
RV0006948,O0006951,C002718,5,5
RV0017240,O0017249,C002417,5,5
RV0037775,O0037793,C002714,5,5
RV0043940,O0043964,C001096,5,3
RV0035639,O0035655,C003962,4,5
RV0015132,O0015140,C003149,4,4
RV0018765,O0018775,C003096,3,5
RV0023477,O0023487,C004675,4,5
RV0034021,O0034036,C003691,5,3
RV0000283,O0000284,C004030,4,4
RV0026545,O0026556,C003420,4,5
RV0005070,O0005072,C003011,4,4
RV0030709,O0030722,C001781,4,5
RV0040784,O0040806,C000827,5,3
RV0033806,O0033821,C004475,4,5
RV0003633,O0003634,C004882,3,4
RV0032617,O0032632,C002746,5,4
RV0018153,O0018163,C004000,4,4
RV0048353,O0048381,C003069,3,5
RV0023012,O0023022,C002483,3,4
RV0020500,O0020510,C001948,5,5
RV0007920,O0007925,C004359,4,5
RV0037761,O0037779,C002606,4,4
RV0048798,O0048826,C003376,5,5
RV0034798,O0034814,C000047,3,3
RV0033881,O0033896,C000318,5,3
RV0042587,O0042610,C003960,4,5
RV0004036,O0004037,C001629,4,5
RV0040504,O0040526,C004617,4,5
RV0014704,O0014712,C003393,5,3
RV0043773,O0043797,C002278,5,3
RV0015937,O0015945,C000709,5,5
RV0000586,O0000587,C004193,4,5
RV0014160,O0014168,C001765,5,3
RV0025732,O0025742,C000640,5,4
RV0003789,O0003790,C002295,5,4
RV0044921,O0044946,C001104,4,4
RV0027580,O0027593,C004618,4,4
RV0048151,O0048179,C004161,5,5
RV0020820,O0020830,C000592,3,5
RV0029451,O0029464,C002225,3,3
RV0021558,O0021568,C000010,5,4
RV0043167,O0043191,C003270,4,4
RV0009618,O0009623,C000039,3,4
RV0037963,O0037981,C003870,5,4
RV0041966,O0041988,C000140,5,5
RV0045508,O0045533,C002724,5,4
RV0015188,O0015196,C002100,5,3
RV0010981,O0010987,C004950,5,3
RV0027132,O0027144,C000623,5,5
RV0028898,O0028911,C004574,3,5
RV0028915,O0028928,C000711,5,5
RV0023394,O0023404,C002553,5,3
RV0047428,O0047456,C003306,3,5
RV0037471,O0037489,C000559,3,5
RV0031684,O0031698,C001908,5,5
RV0041865,O0041887,C002668,3,5
RV0012287,O0012294,C001017,4,4
RV0027849,O0027862,C002314,3,4
RV0009666,O0009671,C000963,4,4
RV0041842,O0041864,C001684,5,3
RV0017293,O0017302,C002011,3,5
RV0009433,O0009438,C002704,5,5
RV0031858,O0031873,C000233,4,5
RV0013889,O0013896,C002380,5,3
RV0038627,O0038646,C001617,3,4
RV0003504,O0003505,C000732,4,4
RV0038128,O0038146,C004502,3,4
RV0044102,O0044126,C003059,5,3
RV0012081,O0012088,C004469,5,3
RV0005329,O0005331,C000497,4,4
RV0020807,O0020817,C004594,3,4
RV0046858,O0046885,C000191,3,5
RV0013242,O0013249,C000918,5,3
RV0019460,O0019470,C000627,5,4
RV0047089,O0047116,C004861,5,4
RV0022730,O0022740,C003068,4,3
RV0017503,O0017512,C003835,4,3
RV0021519,O0021529,C004172,5,4
RV0032494,O0032509,C002358,3,3
RV0019824,O0019834,C003384,5,3
RV0036226,O0036244,C001130,3,3
RV0003189,O0003190,C001765,4,5
RV0048953,O0048981,C002024,5,5
RV0013360,O0013367,C004340,5,3
RV0034988,O0035004,C000256,5,3
RV0029908,O0029921,C001794,4,4
RV0005260,O0005262,C001748,4,3
RV0010241,O0010246,C003779,5,5
RV0041962,O0041984,C000445,4,4
RV0016330,O0016338,C000409,5,5
RV0009159,O0009164,C004506,4,5
RV0002265,O0002266,C000071,5,3
RV0036211,O0036229,C004817,5,4
RV0006491,O0006494,C004192,3,3
RV0029776,O0029789,C001858,5,3
RV0042697,O0042720,C000292,5,4
RV0022085,O0022095,C001041,4,5
RV0006682,O0006685,C002019,5,3
RV0036033,O0036051,C000963,5,4
RV0009645,O0009650,C002235,4,5
RV0036424,O0036442,C001883,5,3
RV0048144,O0048172,C003446,3,5
RV0017940,O0017950,C001434,3,5
RV0011097,O0011103,C001775,3,3
RV0046647,O0046674,C000202,5,3
RV0009189,O0009194,C002751,5,5
RV0047506,O0047534,C001773,4,4
RV0027138,O0027150,C001505,5,3
RV0043152,O0043176,C004236,4,5
RV0030582,O0030595,C003085,5,3
RV0030899,O0030913,C003137,4,5
RV0047389,O0047417,C000823,3,4
RV0014948,O0014956,C004952,5,4
RV0036667,O0036685,C001515,5,3
RV0024971,O0024981,C001088,3,3
RV0030301,O0030314,C004948,5,4
RV0018869,O0018879,C004368,4,3
RV0033410,O0033425,C004853,3,5
RV0026088,O0026098,C001932,4,5
RV0010413,O0010418,C001590,5,4
RV0039396,O0039416,C000217,4,3
RV0039554,O0039575,C000577,5,3
RV0036614,O0036632,C003288,3,4
RV0025819,O0025829,C003339,5,5
RV0025065,O0025075,C000280,5,5
RV0006059,O0006061,C001519,3,3
RV0011096,O0011102,C002834,4,3
RV0009246,O0009251,C000118,3,5
RV0039207,O0039227,C001739,3,4
RV0020938,O0020948,C000566,4,3
RV0016781,O0016789,C001870,5,3
RV0019886,O0019896,C002455,5,5
RV0040803,O0040825,C000497,5,4
RV0031140,O0031154,C003822,4,5
RV0032740,O0032755,C001944,5,3
RV0049435,O0049465,C002417,5,4
RV0002582,O0002583,C004724,4,5
RV0032736,O0032751,C004414,4,5
RV0011494,O0011500,C001466,4,5
RV0042616,O0042639,C000891,5,4
RV0007990,O0007995,C002643,4,5
RV0011832,O0011839,C003955,5,5
RV0023604,O0023614,C004804,3,3
RV0025229,O0025239,C003106,3,3
RV0033429,O0033444,C001961,3,4
RV0043823,O0043847,C000091,5,3
RV0049474,O0049504,C004714,5,5
RV0018216,O0018226,C004414,4,4
RV0025047,O0025057,C003819,4,5
RV0026590,O0026601,C004681,3,4
RV0035564,O0035580,C003796,5,4
RV0031838,O0031852,C000141,5,5
RV0039697,O0039718,C003943,4,5
RV0041600,O0041622,C001855,3,4
RV0029461,O0029474,C000082,3,3
RV0049798,O0049828,C001328,3,4
RV0036574,O0036592,C002464,4,5
RV0038049,O0038067,C004991,3,3
RV0011987,O0011994,C001146,3,5
RV0006340,O0006342,C000890,4,4
RV0015170,O0015178,C000502,4,5
RV0040457,O0040479,C003960,3,3
RV0026307,O0026317,C000141,4,3
RV0008023,O0008028,C004459,4,4
RV0045224,O0045249,C003607,3,4
RV0040249,O0040270,C000383,3,3
RV0024993,O0025003,C001304,4,5
RV0034490,O0034506,C004922,4,4
RV0020628,O0020638,C004834,3,3
RV0001534,O0001535,C004993,4,3
RV0008370,O0008375,C001853,5,3
RV0023518,O0023528,C003525,3,5
RV0030713,O0030726,C002793,3,5
RV0013511,O0013518,C004885,5,5
RV0009452,O0009457,C000394,5,3
RV0009625,O0009630,C004394,5,4
RV0041332,O0041354,C002587,4,4
RV0024735,O0024745,C002054,3,3
RV0026187,O0026197,C001871,3,5
RV0029611,O0029624,C002561,4,4
RV0035389,O0035405,C003262,5,4
RV0036999,O0037017,C001626,3,4
RV0001139,O0001140,C003736,4,5
RV0006065,O0006067,C001560,4,5
RV0045644,O0045669,C002596,5,5
RV0007029,O0007032,C003922,4,3
RV0034882,O0034898,C002079,4,4
RV0045029,O0045054,C002316,5,3
RV0003618,O0003619,C004438,3,4
RV0022323,O0022333,C002353,3,4
RV0020305,O0020315,C003855,5,3
RV0012423,O0012430,C002070,4,3
RV0030557,O0030570,C003165,4,4
RV0000962,O0000963,C001375,4,5
RV0013995,O0014003,C001994,5,4
RV0044841,O0044866,C003488,3,5
RV0041847,O0041869,C002243,5,4
RV0036305,O0036323,C004890,5,4
RV0001975,O0001976,C002257,5,3
RV0025193,O0025203,C004259,3,5
RV0027308,O0027321,C004284,4,4
RV0010099,O0010104,C004815,5,5
RV0042943,O0042966,C002201,5,5
RV0019709,O0019719,C004439,4,4
RV0047404,O0047432,C002610,4,3
RV0011948,O0011955,C001303,5,5
RV0022270,O0022280,C004003,5,3
RV0036186,O0036204,C001606,4,3
RV0036830,O0036848,C003072,4,4
RV0009998,O0010003,C002176,5,5
RV0023651,O0023661,C002072,4,5
RV0005055,O0005057,C002097,5,4
RV0025902,O0025912,C002415,3,3
RV0002678,O0002679,C001087,5,4
RV0036958,O0036976,C001116,4,5
RV0048366,O0048394,C001811,3,3
RV0018729,O0018739,C004900,3,5
RV0045950,O0045976,C000261,5,5
RV0012790,O0012797,C001260,3,3
RV0002762,O0002763,C002777,3,5
RV0013214,O0013221,C003411,5,5
RV0016599,O0016607,C000019,4,5
RV0009731,O0009736,C003055,4,4
RV0008331,O0008336,C002763,4,5
RV0009073,O0009078,C001050,5,5
RV0016613,O0016621,C003168,4,3
RV0048217,O0048245,C001531,3,4
RV0035803,O0035819,C004358,3,5
RV0029434,O0029447,C001434,5,4
RV0029526,O0029539,C000301,5,4
